Country,BoxOffice,Movie
Austria,"$1,616,853 ",noah
Bolivia,"$643,735 ",noah
Bulgaria,"$1,202,339 ",noah
Colombia,"$4,899,408 ",noah
Czech Republic,"$840,386 ",noah
East Africa,"$53,851 ",noah
Finland,"$906,073 ",noah
Germany,"$11,829,096 ",noah
Hong Kong,"$1,182,398 ",noah
Iceland,"$176,698 ",noah
Israel,"$2,089,542 ",noah
Japan,"$12,764,481 ",noah
Mexico,"$15,736,543 ",noah
New Zealand,"$1,867,474 ",noah
Norway,"$1,622,309 ",noah
Philippines,"$771,751 ",noah
Portugal,"$1,449,584 ",noah
Serbia & Montenegro,"$199,649 ",noah
Slovakia,"$585,303 ",noah
South Africa,"$1,287,084 ",noah
Spain,"$9,453,890 ",noah
Thailand,"$1,991,858 ",noah
Ukraine,"$2,600,991 ",noah
Uruguay,"$228,708 ",noah
Australia,"$11,628,698 ",noah
Belgium,"$2,220,842 ",noah
Brazil,"$30,611,212 ",noah
Chile,"$2,542,437 ",noah
Croatia,"$280,760 ",noah
Denmark,"$1,332,627 ",noah
Ecuador,"$1,805,479 ",noah
France,"$11,436,717 ",noah
Greece,"$1,720,971 ",noah
Hungary,"$1,046,373 ",noah
India,"$1,136,872 ",noah
Italy,"$10,629,488 ",noah
Lebanon,"$516,752 ",noah
Netherlands,"$3,067,888 ",noah
Nigeria,"$43,784 ",noah
Peru,"$4,197,836 ",noah
Poland,"$2,460,534 ",noah
Russia - CIS,"$33,854,392 ",noah
Singapore,"$1,983,389 ",noah
Slovenia,"$565,476 ",noah
South Korea,"$13,980,325 ",noah
Sweden,"$2,249,363 ",noah
Turkey,"$6,456,662 ",noah
United Kingdom,"$16,755,678 ",noah
Venezuela,"$3,607,435 ",noah
Australia,"$152,152 ",heavenisforreal
Brazil,"$106,717 ",heavenisforreal
Colombia,"$1,196,336 ",heavenisforreal
Ecuador,"$55,018 ",heavenisforreal
Ghana,"$12,806 ",heavenisforreal
Japan,"$185,870 ",heavenisforreal
New Zealand,"$79,419 ",heavenisforreal
Norway,"$688,867 ",heavenisforreal
Philippines,"$553,112 ",heavenisforreal
Portugal,"$239,336 ",heavenisforreal
South Africa,"$276,930 ",heavenisforreal
Spain,"$356,490 ",heavenisforreal
United Kingdom,"$69,425 ",heavenisforreal
Venezuela,"$432,000 ",heavenisforreal
Bolivia,"$47,513 ",heavenisforreal
Chile,"$83,617 ",heavenisforreal
Denmark,"$46,642 ",heavenisforreal
Germany,"$179,849 ",heavenisforreal
Hong Kong,"$397,445 ",heavenisforreal
Mexico,"$1,994,424 ",heavenisforreal
Nigeria,"$64,458 ",heavenisforreal
Peru,"$580,352 ",heavenisforreal
Poland,"$1,409,321 ",heavenisforreal
Slovakia,"$168,060 ",heavenisforreal
South Korea,"$294,591 ",heavenisforreal
Ukraine,"$90,952 ",heavenisforreal
Uruguay,"$47,138 ",heavenisforreal
Australia,"$11,190,358 ",taken3
Belgium,"$2,089,314 ",taken3
Brazil,"$4,152,556 ",taken3
Chile,"$1,540,194 ",taken3
Croatia,"$231,940 ",taken3
Denmark,"$2,686,097 ",taken3
Estonia,"$14,950 ",taken3
France,"$19,205,947 ",taken3
Greece,"$1,235,955 ",taken3
Hungary,"$1,335,710 ",taken3
India,"$1,237,919 ",taken3
Italy,"$1,605,822 ",taken3
Jordan,"$286,696 ",taken3
Latvia,"$9,020 ",taken3
Lithuania,"$15,909 ",taken3
Mexico,"$9,357,828 ",taken3
New Zealand,"$1,812,872 ",taken3
Oman,"$345,216 ",taken3
Poland,"$2,218,338 ",taken3
Romania,"$973,521 ",taken3
Serbia & Montenegro,"$85,187 ",taken3
Slovakia,"$141,787 ",taken3
South Africa,"$1,619,190 ",taken3
Spain,"$2,559,214 ",taken3
Taiwan,"$5,553,029 ",taken3
Turkey,"$405,331 ",taken3
United Arab Emirates,"$4,364,151 ",taken3
Uruguay,"$328,330 ",taken3
Austria,"$1,224,019 ",taken3
Bolivia,"$360,212 ",taken3
Bulgaria,"$294,799 ",taken3
China,"$32,200,000 ",taken3
Czech Republic,"$156,595 ",taken3
Ecuador,"$1,093,765 ",taken3
Finland,"$473,082 ",taken3
Germany,"$10,405,205 ",taken3
Hong Kong,"$2,502,465 ",taken3
Iceland,"$141,265 ",taken3
Israel,"$2,402,806 ",taken3
Japan,"$4,144,522 ",taken3
Kenya,"$551,467 ",taken3
Lebanon,"$739,162 ",taken3
Malaysia,"$3,414,643 ",taken3
Netherlands,"$2,817,530 ",taken3
Norway,"$975,269 ",taken3
Peru,"$2,865,946 ",taken3
Portugal,"$946,747 ",taken3
Russia - CIS,"$3,002,623 ",taken3
Singapore,"$2,834,656 ",taken3
Slovenia,"$82,074 ",taken3
South Korea,"$14,575,626 ",taken3
Sweden,"$2,184,244 ",taken3
Thailand,"$1,270,459 ",taken3
Ukraine,"$124,613 ",taken3
United Kingdom,"$26,894,435 ",taken3
Venezuela,"$2,878,174 ",taken3
Australia,"$2,486,990 ",tammy
Germany,"$6,887,497 ",tammy
Lebanon,"$62,040 ",tammy
South Africa,"$282,923 ",tammy
United Kingdom,"$2,713,949 ",tammy
Austria,"$1,130,094 ",tammy
Iceland,"$72,306 ",tammy
Singapore,"$239,346 ",tammy
United Arab Emirates,"$694,302 ",tammy
Argentina,"$3,027,884 ",penguinsofmadagascar
Austria,"$2,718,022 ",penguinsofmadagascar
Belgium,"$2,832,812 ",penguinsofmadagascar
Brazil,"$9,404,530 ",penguinsofmadagascar
Chile,"$2,207,651 ",penguinsofmadagascar
Colombia,"$886,959 ",penguinsofmadagascar
Czech Republic,"$1,288,607 ",penguinsofmadagascar
Ecuador,"$1,631,671 ",penguinsofmadagascar
Estonia,"$299,683 ",penguinsofmadagascar
Finland,"$1,977,661 ",penguinsofmadagascar
Germany,"$13,563,579 ",penguinsofmadagascar
Hong Kong,"$2,629,593 ",penguinsofmadagascar
Iceland,"$93,713 ",penguinsofmadagascar
Israel,"$1,886,680 ",penguinsofmadagascar
Jordan,"$129,008 ",penguinsofmadagascar
Lebanon,"$282,070 ",penguinsofmadagascar
Malaysia,"$3,066,150 ",penguinsofmadagascar
Netherlands,"$4,106,469 ",penguinsofmadagascar
Norway,"$560,801 ",penguinsofmadagascar
Peru,"$3,037,909 ",penguinsofmadagascar
Portugal,"$2,134,280 ",penguinsofmadagascar
Romania,"$1,021,431 ",penguinsofmadagascar
Serbia & Montenegro,"$212,911 ",penguinsofmadagascar
Slovakia,"$493,802 ",penguinsofmadagascar
South Africa,"$1,344,738 ",penguinsofmadagascar
Spain,"$5,422,856 ",penguinsofmadagascar
Taiwan,"$1,793,259 ",penguinsofmadagascar
Turkey,"$1,925,962 ",penguinsofmadagascar
United Arab Emirates,"$2,559,137 ",penguinsofmadagascar
Uruguay,"$455,566 ",penguinsofmadagascar
Vietnam,"$386,424 ",penguinsofmadagascar
Australia,"$12,185,260 ",penguinsofmadagascar
Bahrain,"$465,944 ",penguinsofmadagascar
Bolivia,"$93,958 ",penguinsofmadagascar
Bulgaria,"$874,467 ",penguinsofmadagascar
China,"$40,730,000 ",penguinsofmadagascar
Croatia,"$447,551 ",penguinsofmadagascar
Denmark,"$296,707 ",penguinsofmadagascar
Egypt,"$249,533 ",penguinsofmadagascar
Ethiopia,"$4,264 ",penguinsofmadagascar
France,"$16,715,466 ",penguinsofmadagascar
Greece,"$770,775 ",penguinsofmadagascar
Hungary,"$1,200,609 ",penguinsofmadagascar
India,"$1,586,078 ",penguinsofmadagascar
Italy,"$9,389,988 ",penguinsofmadagascar
Latvia,"$480,885 ",penguinsofmadagascar
Lithuania,"$527,760 ",penguinsofmadagascar
Mexico,"$18,628,880 ",penguinsofmadagascar
New Zealand,"$1,524,420 ",penguinsofmadagascar
Oman,"$218,725 ",penguinsofmadagascar
Poland,"$7,645,500 ",penguinsofmadagascar
Qatar,"$346,861 ",penguinsofmadagascar
Russia - CIS,"$14,941,202 ",penguinsofmadagascar
Singapore,"$2,177,705 ",penguinsofmadagascar
Slovenia,"$214,478 ",penguinsofmadagascar
South Korea,"$11,049,815 ",penguinsofmadagascar
Sweden,"$2,287,101 ",penguinsofmadagascar
Thailand,"$577,989 ",penguinsofmadagascar
Ukraine,"$1,471,629 ",penguinsofmadagascar
United Kingdom,"$13,527,386 ",penguinsofmadagascar
Venezuela,"$7,089,887 ",penguinsofmadagascar
Australia,"$9,949,121 ",paddington
Belgium,"$4,295,821 ",paddington
Brazil,"$1,442,021 ",paddington
China,"$16,790,174 ",paddington
Czech Republic,"$673,138 ",paddington
East Africa,"$2,927 ",paddington
Estonia,"$194,161 ",paddington
France,"$24,866,814 ",paddington
Greece,"$520,223 ",paddington
Hungary,"$301,691 ",paddington
Israel,"$1,835,535 ",paddington
Japan,"$6,153,109 ",paddington
Kenya,"$6,015 ",paddington
Lebanon,"$136,725 ",paddington
Malaysia,"$433,151 ",paddington
Netherlands,"$2,052,435 ",paddington
Nigeria,"$10,583 ",paddington
Oman,"$34,078 ",paddington
Poland,"$2,946,047 ",paddington
Romania,"$410,743 ",paddington
Serbia & Montenegro,"$198,157 ",paddington
Slovakia,"$239,898 ",paddington
South Africa,"$828,863 ",paddington
Spain,"$5,719,849 ",paddington
Thailand,"$151,958 ",paddington
Ukraine,"$1,065,332 ",paddington
United Kingdom,"$64,966,170 ",paddington
Venezuela,"$3,527,203 ",paddington
Austria,"$1,547,268 ",paddington
Bolivia,"$132,739 ",paddington
Bulgaria,"$368,033 ",paddington
Croatia,"$299,829 ",paddington
Denmark,"$1,086,659 ",paddington
Ecuador,"$158,007 ",paddington
Finland,"$1,062,827 ",paddington
Germany,"$16,937,960 ",paddington
Hong Kong,"$1,931,768 ",paddington
Iceland,"$7,512 ",paddington
Italy,"$6,170,207 ",paddington
Jordan,"$15,665 ",paddington
Latvia,"$126,428 ",paddington
Lithuania,"$213,685 ",paddington
Mexico,"$2,884,313 ",paddington
New Zealand,"$1,944,756 ",paddington
Norway,"$1,745,978 ",paddington
Peru,"$1,869,318 ",paddington
Portugal,"$958,294 ",paddington
Russia - CIS,"$8,146,737 ",paddington
Singapore,"$900,796 ",paddington
Slovenia,"$152,704 ",paddington
South Korea,"$2,101,543 ",paddington
Sweden,"$3,525,864 ",paddington
Turkey,"$1,105,414 ",paddington
United Arab Emirates,"$1,252,111 ",paddington
Uruguay,"$21,959 ",paddington
Argentina,"$84,112 ",donjon
Belgium,"$260,348 ",donjon
Brazil,"$786,097 ",donjon
Chile,"$34,045 ",donjon
Czech Republic,"$110,685 ",donjon
Finland,"$272,843 ",donjon
Germany,"$683,786 ",donjon
Hong Kong,"$244,295 ",donjon
Iceland,"$55,237 ",donjon
Lebanon,"$79,638 ",donjon
Netherlands,"$582,583 ",donjon
Peru,"$46,294 ",donjon
Poland,"$880,026 ",donjon
Russia - CIS,"$1,983,628 ",donjon
Singapore,"$190,845 ",donjon
Slovenia,"$3,577 ",donjon
Spain,"$677,389 ",donjon
Thailand,"$54,391 ",donjon
Ukraine,"$230,965 ",donjon
Venezuela,"$204,969 ",donjon
Austria,"$143,239 ",donjon
Bolivia,"$6,011 ",donjon
Bulgaria,"$67,089 ",donjon
Croatia,"$100,062 ",donjon
Denmark,"$209,727 ",donjon
France,"$2,253,816 ",donjon
Greece,"$100,593 ",donjon
Hungary,"$129,948 ",donjon
Italy,"$1,104,757 ",donjon
Mexico,"$870,635 ",donjon
Norway,"$102,130 ",donjon
Philippines,"$26,487 ",donjon
Portugal,"$213,341 ",donjon
Serbia & Montenegro,"$27,184 ",donjon
Slovakia,"$42,416 ",donjon
South Africa,"$113,566 ",donjon
Sweden,"$300,578 ",donjon
Turkey,"$387,334 ",donjon
United Kingdom,"$1,296,985 ",donjon
East Africa,"$276,677 ",baggageclaim
South Africa,"$238,411 ",baggageclaim
France,"$13,110 ",baggageclaim
United Kingdom,"$773,389 ",baggageclaim
Austria,"$583,524 ",homefront
Bolivia,"$24,331 ",homefront
Bulgaria,"$256,025 ",homefront
Colombia,"$365,266 ",homefront
Ecuador,"$11,307 ",homefront
France,"$5,339,668 ",homefront
Greece,"$321,856 ",homefront
Iceland,"$38,639 ",homefront
Lebanon,"$239,716 ",homefront
Mexico,"$924,367 ",homefront
Peru,"$153,041 ",homefront
Portugal,"$361,602 ",homefront
Singapore,"$189,328 ",homefront
South Africa,"$319,327 ",homefront
Thailand,"$52,034 ",homefront
United Arab Emirates,"$1,290,622 ",homefront
Venezuela,"$561,622 ",homefront
Belgium,"$953,704 ",homefront
Brazil,"$138,212 ",homefront
China,"$4,960,000 ",homefront
Croatia,"$44,683 ",homefront
Finland,"$85,323 ",homefront
Germany,"$2,545,669 ",homefront
Hungary,"$74,659 ",homefront
Japan,"$132,899 ",homefront
Malaysia,"$579,068 ",homefront
Netherlands,"$807,696 ",homefront
Philippines,"$97,849 ",homefront
Russia - CIS,"$2,683,952 ",homefront
Slovenia,"$48,990 ",homefront
Spain,"$1,908,166 ",homefront
Ukraine,"$356,157 ",homefront
United Kingdom,"$1,841,216 ",homefront
Argentina,"$309,210 ",brokencity
Austria,"$84,237 ",brokencity
Bolivia,"$6,528 ",brokencity
Chile,"$63,772 ",brokencity
Croatia,"$78,540 ",brokencity
Denmark,"$134,746 ",brokencity
Finland,"$55,116 ",brokencity
Germany,"$878,289 ",brokencity
Hungary,"$69,765 ",brokencity
Italy,"$1,411,627 ",brokencity
Malaysia,"$114,565 ",brokencity
Netherlands,"$372,770 ",brokencity
Peru,"$128,663 ",brokencity
Poland,"$416,216 ",brokencity
Serbia & Montenegro,"$21,371 ",brokencity
Slovakia,"$18,759 ",brokencity
South Africa,"$118,486 ",brokencity
Thailand,"$72,530 ",brokencity
United Arab Emirates,"$535,156 ",brokencity
Uruguay,"$89,680 ",brokencity
Australia,"$1,323,336 ",brokencity
Belgium,"$368,486 ",brokencity
Brazil,"$870,703 ",brokencity
Colombia,"$179,809 ",brokencity
Czech Republic,"$50,090 ",brokencity
Egypt,"$129,982 ",brokencity
France,"$318,556 ",brokencity
Greece,"$181,111 ",brokencity
Iceland,"$19,732 ",brokencity
Lebanon,"$111,542 ",brokencity
Mexico,"$1,091,976 ",brokencity
New Zealand,"$216,746 ",brokencity
Philippines,"$36,583 ",brokencity
Portugal,"$150,399 ",brokencity
Singapore,"$153,554 ",brokencity
Slovenia,"$36,535 ",brokencity
Spain,"$2,810,234 ",brokencity
Turkey,"$264,909 ",brokencity
United Kingdom,"$1,741,726 ",brokencity
Hungary,"$96,089 ",beautifulcreatures
United Kingdom,"$156,156 ",beautifulcreatures
Taiwan,"$5,688 ",beautifulcreatures
Argentina,"$266,889 ",runnerrunner
Austria,"$432,750 ",runnerrunner
Belgium,"$685,962 ",runnerrunner
Brazil,"$1,207,089 ",runnerrunner
Chile,"$241,447 ",runnerrunner
Croatia,"$103,180 ",runnerrunner
Denmark,"$243,568 ",runnerrunner
Ecuador,"$133,854 ",runnerrunner
Finland,"$174,570 ",runnerrunner
Germany,"$2,678,911 ",runnerrunner
Hungary,"$295,876 ",runnerrunner
India,"$168,565 ",runnerrunner
Lebanon,"$147,079 ",runnerrunner
Mexico,"$2,047,434 ",runnerrunner
New Zealand,"$267,390 ",runnerrunner
Peru,"$275,356 ",runnerrunner
Poland,"$280,886 ",runnerrunner
Russia - CIS,"$6,197,279 ",runnerrunner
Singapore,"$581,870 ",runnerrunner
Slovenia,"$51,223 ",runnerrunner
South Korea,"$809,735 ",runnerrunner
Sweden,"$530,735 ",runnerrunner
Turkey,"$870,807 ",runnerrunner
United Arab Emirates,"$688,880 ",runnerrunner
Uruguay,"$25,144 ",runnerrunner
Australia,"$3,147,062 ",runnerrunner
Bahrain,"$184,613 ",runnerrunner
Bolivia,"$36,383 ",runnerrunner
Bulgaria,"$305,923 ",runnerrunner
Colombia,"$305,413 ",runnerrunner
Czech Republic,"$122,218 ",runnerrunner
East Africa,"$27,359 ",runnerrunner
Egypt,"$45,829 ",runnerrunner
France,"$2,906,013 ",runnerrunner
Hong Kong,"$328,189 ",runnerrunner
Iceland,"$41,052 ",runnerrunner
Israel,"$657,309 ",runnerrunner
Malaysia,"$711,742 ",runnerrunner
Netherlands,"$871,108 ",runnerrunner
Norway,"$190,835 ",runnerrunner
Philippines,"$325,855 ",runnerrunner
Portugal,"$554,525 ",runnerrunner
Serbia & Montenegro,"$64,427 ",runnerrunner
Slovakia,"$107,431 ",runnerrunner
South Africa,"$439,360 ",runnerrunner
Spain,"$2,323,226 ",runnerrunner
Thailand,"$302,399 ",runnerrunner
Ukraine,"$702,817 ",runnerrunner
United Kingdom,"$4,393,445 ",runnerrunner
Greece,"$19,554 ",admission
Nigeria,"$14,660 ",admission
Russia - CIS,"$343,707 ",admission
Slovenia,"$1,640 ",admission
Thailand,"$6,006 ",admission
United Kingdom,"$104,917 ",admission
Iceland,"$11,546 ",admission
Portugal,"$17,250 ",admission
Singapore,"$36,820 ",admission
South Africa,"$57,385 ",admission
Turkey,"$16,399 ",admission
Argentina,"$134,418 ",nebraska
Austria,"$57,453 ",nebraska
Brazil,"$188,183 ",nebraska
Croatia,"$3,985 ",nebraska
France,"$354,311 ",nebraska
Greece,"$240,121 ",nebraska
Iceland,"$3,289 ",nebraska
Japan,"$130,737 ",nebraska
Netherlands,"$406,386 ",nebraska
Norway,"$73,832 ",nebraska
Russia - CIS,"$10,589 ",nebraska
Slovenia,"$10,583 ",nebraska
Sweden,"$45,170 ",nebraska
Uruguay,"$29,835 ",nebraska
Australia,"$495,873 ",nebraska
Belgium,"$150,556 ",nebraska
Colombia,"$33,918 ",nebraska
Denmark,"$99,370 ",nebraska
Germany,"$327,218 ",nebraska
Hong Kong,"$31,621 ",nebraska
Italy,"$1,138,757 ",nebraska
Mexico,"$42,780 ",nebraska
New Zealand,"$88,493 ",nebraska
Portugal,"$33,099 ",nebraska
Singapore,"$14,028 ",nebraska
Spain,"$1,966,445 ",nebraska
United Kingdom,"$995,670 ",nebraska
Venezuela,"$12,200 ",nebraska
Argentina,"$320,698 ",parker
Belgium,"$348,166 ",parker
Brazil,"$543,258 ",parker
Colombia,"$63,357 ",parker
Denmark,"$70,963 ",parker
Finland,"$72,610 ",parker
Germany,"$3,097,973 ",parker
Hong Kong,"$183,305 ",parker
Iceland,"$45,998 ",parker
Lebanon,"$318,457 ",parker
Mexico,"$1,512,067 ",parker
Norway,"$353,469 ",parker
Philippines,"$254,408 ",parker
Russia - CIS,"$7,619,731 ",parker
South Africa,"$744,174 ",parker
Thailand,"$512,869 ",parker
United Arab Emirates,"$1,370,209 ",parker
Venezuela,"$247,001 ",parker
Austria,"$605,187 ",parker
Bolivia,"$21,756 ",parker
Bulgaria,"$318,411 ",parker
Croatia,"$58,714 ",parker
Egypt,"$186,242 ",parker
France,"$2,009,639 ",parker
Greece,"$84,231 ",parker
Hungary,"$110,870 ",parker
Italy,"$566,174 ",parker
Malaysia,"$728,843 ",parker
Netherlands,"$604,678 ",parker
Peru,"$111,174 ",parker
Portugal,"$240,607 ",parker
Singapore,"$207,214 ",parker
Spain,"$2,456,570 ",parker
Turkey,"$700,223 ",parker
United Kingdom,"$2,616,679 ",parker
Argentina,"$579,100 ",enoughsaid
Austria,"$86,637 ",enoughsaid
Brazil,"$136,910 ",enoughsaid
Denmark,"$41,752 ",enoughsaid
Germany,"$501,920 ",enoughsaid
Hungary,"$50,115 ",enoughsaid
Malaysia,"$17,474 ",enoughsaid
New Zealand,"$339,715 ",enoughsaid
Poland,"$110,283 ",enoughsaid
South Africa,"$86,630 ",enoughsaid
Turkey,"$30,565 ",enoughsaid
United Kingdom,"$809,422 ",enoughsaid
Australia,"$1,621,263 ",enoughsaid
Belgium,"$32,614 ",enoughsaid
Chile,"$67,266 ",enoughsaid
France,"$48,388 ",enoughsaid
Hong Kong,"$27,873 ",enoughsaid
Israel,"$797,061 ",enoughsaid
Mexico,"$346,667 ",enoughsaid
Peru,"$91,938 ",enoughsaid
Singapore,"$66,662 ",enoughsaid
Spain,"$808,706 ",enoughsaid
United Arab Emirates,"$23,654 ",enoughsaid
Uruguay,"$40,177 ",enoughsaid
Argentina,"$263,607 ",darkskies
Brazil,"$367,696 ",darkskies
Croatia,"$11,807 ",darkskies
Denmark,"$45,683 ",darkskies
Finland,"$34,840 ",darkskies
Hong Kong,"$44,086 ",darkskies
Malaysia,"$296,309 ",darkskies
Netherlands,"$238,216 ",darkskies
Norway,"$138,028 ",darkskies
Philippines,"$130,981 ",darkskies
Singapore,"$114,612 ",darkskies
South Africa,"$10,929 ",darkskies
United Arab Emirates,"$106,265 ",darkskies
Uruguay,"$28,174 ",darkskies
Belgium,"$126,468 ",darkskies
Chile,"$125,818 ",darkskies
Czech Republic,"$24,811 ",darkskies
Egypt,"$52,017 ",darkskies
France,"$1,251,699 ",darkskies
Italy,"$847,550 ",darkskies
Mexico,"$916,420 ",darkskies
Nigeria,"$4,243 ",darkskies
Peru,"$258,393 ",darkskies
Russia - CIS,"$1,303,705 ",darkskies
Slovakia,"$22,144 ",darkskies
Turkey,"$154,032 ",darkskies
United Kingdom,"$3,262,258 ",darkskies
Venezuela,"$258,645 ",darkskies
Argentina,"$390,466 ",jobs
Belgium,"$299,752 ",jobs
Chile,"$25,857 ",jobs
Colombia,"$154,782 ",jobs
Czech Republic,"$303,043 ",jobs
East Africa,"$3,437 ",jobs
Finland,"$218,976 ",jobs
Greece,"$184,677 ",jobs
Iceland,"$18,436 ",jobs
Italy,"$1,855,153 ",jobs
Lebanon,"$45,702 ",jobs
Mexico,"$1,314,198 ",jobs
New Zealand,"$252,789 ",jobs
Philippines,"$32,571 ",jobs
Portugal,"$323,800 ",jobs
Serbia & Montenegro,"$26,026 ",jobs
Slovakia,"$116,380 ",jobs
South Africa,"$46,072 ",jobs
Spain,"$1,101,666 ",jobs
Thailand,"$655,466 ",jobs
Ukraine,"$613,979 ",jobs
Uruguay,"$18,799 ",jobs
Australia,"$1,473,569 ",jobs
Brazil,"$1,460,293 ",jobs
China,"$1,030,000 ",jobs
Croatia,"$125,885 ",jobs
Denmark,"$107,329 ",jobs
Egypt,"$9,701 ",jobs
France,"$2,183,252 ",jobs
Hong Kong,"$279,301 ",jobs
India,"$178,367 ",jobs
Japan,"$1,147,669 ",jobs
Malaysia,"$121,215 ",jobs
Netherlands,"$399,682 ",jobs
Peru,"$100,954 ",jobs
Poland,"$704,825 ",jobs
Russia - CIS,"$5,908,132 ",jobs
Singapore,"$291,107 ",jobs
Slovenia,"$47,829 ",jobs
South Korea,"$1,394,905 ",jobs
Sweden,"$257,858 ",jobs
Turkey,"$482,765 ",jobs
United Arab Emirates,"$290,277 ",jobs
Argentina,"$83,210 ",laborday
Brazil,"$171,069 ",laborday
Colombia,"$52,195 ",laborday
Denmark,"$647,165 ",laborday
Ecuador,"$31,535 ",laborday
Germany,"$417,002 ",laborday
Malaysia,"$59,667 ",laborday
New Zealand,"$68,894 ",laborday
Peru,"$49,673 ",laborday
Singapore,"$37,304 ",laborday
South Africa,"$58,405 ",laborday
United Arab Emirates,"$93,170 ",laborday
Uruguay,"$14,397 ",laborday
Australia,"$665,462 ",laborday
Chile,"$36,268 ",laborday
Czech Republic,"$46,793 ",laborday
East Africa,"$1,873 ",laborday
France,"$205,479 ",laborday
Lebanon,"$16,504 ",laborday
Mexico,"$787,275 ",laborday
Nigeria,"$2,566 ",laborday
Portugal,"$24,847 ",laborday
Slovakia,"$8,147 ",laborday
Spain,"$626,902 ",laborday
United Kingdom,"$1,164,374 ",laborday
Argentina,"$54,286 ",insidellewyndavis
Austria,"$202,466 ",insidellewyndavis
Brazil,"$129,677 ",insidellewyndavis
Chile,"$17,551 ",insidellewyndavis
Croatia,"$11,978 ",insidellewyndavis
Ecuador,"$2,363 ",insidellewyndavis
France,"$4,275,202 ",insidellewyndavis
Greece,"$62,643 ",insidellewyndavis
Iceland,"$6,393 ",insidellewyndavis
Mexico,"$112,676 ",insidellewyndavis
New Zealand,"$79,780 ",insidellewyndavis
Poland,"$201,266 ",insidellewyndavis
Romania,"$24,930 ",insidellewyndavis
Slovenia,"$25,186 ",insidellewyndavis
Spain,"$1,772,335 ",insidellewyndavis
Thailand,"$25,095 ",insidellewyndavis
United Arab Emirates,"$1,857 ",insidellewyndavis
Uruguay,"$5,991 ",insidellewyndavis
Australia,"$859,032 ",insidellewyndavis
Belgium,"$388,376 ",insidellewyndavis
Bulgaria,"$5,735 ",insidellewyndavis
Colombia,"$30,017 ",insidellewyndavis
Czech Republic,"$10,686 ",insidellewyndavis
Finland,"$28,938 ",insidellewyndavis
Germany,"$2,772,115 ",insidellewyndavis
Hong Kong,"$42,376 ",insidellewyndavis
Italy,"$3,067,823 ",insidellewyndavis
Netherlands,"$586,784 ",insidellewyndavis
Peru,"$11,516 ",insidellewyndavis
Portugal,"$101,178 ",insidellewyndavis
Singapore,"$18,909 ",insidellewyndavis
South Korea,"$503,187 ",insidellewyndavis
Sweden,"$96,944 ",insidellewyndavis
Turkey,"$55,081 ",insidellewyndavis
United Kingdom,"$4,104,571 ",insidellewyndavis
Venezuela,"$23,133 ",insidellewyndavis
Argentina,"$109,799 ",outofthefurnace
Austria,"$105,651 ",outofthefurnace
Bolivia,"$3,165 ",outofthefurnace
Chile,"$33,152 ",outofthefurnace
Egypt,"$20,041 ",outofthefurnace
France,"$1,422,162 ",outofthefurnace
Greece,"$34,509 ",outofthefurnace
Iceland,"$17,311 ",outofthefurnace
Japan,"$223,353 ",outofthefurnace
Peru,"$50,217 ",outofthefurnace
Singapore,"$21,849 ",outofthefurnace
United Arab Emirates,"$275,508 ",outofthefurnace
Australia,"$2,940 ",outofthefurnace
Belgium,"$66,092 ",outofthefurnace
Brazil,"$297,028 ",outofthefurnace
Croatia,"$9,183 ",outofthefurnace
Finland,"$11,380 ",outofthefurnace
Germany,"$393,376 ",outofthefurnace
Hong Kong,"$7,103 ",outofthefurnace
Italy,"$438,311 ",outofthefurnace
Netherlands,"$240,996 ",outofthefurnace
Portugal,$886 ,outofthefurnace
South Africa,"$28,201 ",outofthefurnace
United Kingdom,"$518,492 ",outofthefurnace
Australia,"$378,292 ",deadmandown
Belgium,"$174,613 ",deadmandown
Bulgaria,"$105,002 ",deadmandown
Denmark,"$37,211 ",deadmandown
France,"$436,669 ",deadmandown
Greece,"$111,701 ",deadmandown
Iceland,"$41,657 ",deadmandown
Lebanon,"$24,361 ",deadmandown
Mexico,"$370,163 ",deadmandown
Nigeria,"$38,630 ",deadmandown
Philippines,"$40,554 ",deadmandown
Russia - CIS,"$822,607 ",deadmandown
South Africa,"$104,749 ",deadmandown
Thailand,"$28,774 ",deadmandown
United Arab Emirates,"$575,710 ",deadmandown
Austria,"$81,300 ",deadmandown
Bolivia,"$5,964 ",deadmandown
Croatia,"$13,385 ",deadmandown
Egypt,"$73,761 ",deadmandown
Germany,"$645,222 ",deadmandown
Hong Kong,"$67,579 ",deadmandown
Italy,"$579,992 ",deadmandown
Malaysia,"$116,242 ",deadmandown
Netherlands,"$317,665 ",deadmandown
Peru,"$24,230 ",deadmandown
Portugal,"$113,335 ",deadmandown
Singapore,"$78,879 ",deadmandown
Spain,"$530,434 ",deadmandown
Turkey,"$148,701 ",deadmandown
United Kingdom,"$1,023,651 ",deadmandown
Argentina,"$366,786 ",movie43
Austria,"$659,060 ",movie43
Bolivia,"$4,123 ",movie43
Bulgaria,"$142,627 ",movie43
Czech Republic,"$256,139 ",movie43
Germany,"$1,770,423 ",movie43
Italy,"$1,562,691 ",movie43
New Zealand,"$162,047 ",movie43
Philippines,"$22,612 ",movie43
Portugal,"$120,819 ",movie43
Serbia & Montenegro,"$49,355 ",movie43
Slovakia,"$143,528 ",movie43
South Africa,"$154,000 ",movie43
Thailand,"$82,321 ",movie43
Ukraine,"$289,581 ",movie43
Australia,"$1,482,766 ",movie43
