Country,BoxOffice,Movie
France,"$24,886,557 ",fiftyshadesdarker
Greece,"$1,683,324 ",fiftyshadesdarker
Hungary,"$1,222,196 ",fiftyshadesdarker
Israel,"$2,489,791 ",fiftyshadesdarker
Latvia,"$393,344 ",fiftyshadesdarker
Lithuania,"$580,410 ",fiftyshadesdarker
Netherlands,"$6,332,203 ",fiftyshadesdarker
Norway,"$3,529,572 ",fiftyshadesdarker
Paraguay,"$227,353 ",fiftyshadesdarker
Philippines,"$3,399,902 ",fiftyshadesdarker
Portugal,"$2,489,044 ",fiftyshadesdarker
Russia - CIS,"$13,377,712 ",fiftyshadesdarker
Singapore,"$1,031,387 ",fiftyshadesdarker
Slovenia,"$538,974 ",fiftyshadesdarker
South Korea,"$1,379,601 ",fiftyshadesdarker
Sweden,"$5,379,401 ",fiftyshadesdarker
Taiwan,"$2,798,012 ",fiftyshadesdarker
Trinidad & Tobago,"$405,317 ",fiftyshadesdarker
Ukraine,"$1,595,224 ",fiftyshadesdarker
United Kingdom,"$28,583,660 ",fiftyshadesdarker
Venezuela,"$1,176,866 ",fiftyshadesdarker
Argentina,"$411,555 ",babydriver
Austria,"$680,640 ",babydriver
Belgium,"$1,485,013 ",babydriver
Brazil,"$2,870,022 ",babydriver
Chile,"$248,982 ",babydriver
Colombia,"$299,246 ",babydriver
Czech Republic,"$400,992 ",babydriver
Dominican Republic,"$181,099 ",babydriver
Egypt,"$299,705 ",babydriver
Finland,"$535,140 ",babydriver
Germany,"$4,012,428 ",babydriver
Greece,"$222,395 ",babydriver
Hungary,"$544,089 ",babydriver
India,"$774,654 ",babydriver
Israel,"$1,221,815 ",babydriver
Japan,"$3,324,090 ",babydriver
Kenya,"$53,424 ",babydriver
Latvia,"$96,274 ",babydriver
Lithuania,"$142,900 ",babydriver
Mexico,"$4,650,773 ",babydriver
New Zealand,"$1,272,185 ",babydriver
Norway,"$1,285,738 ",babydriver
Paraguay,"$42,725 ",babydriver
Philippines,"$900,984 ",babydriver
Portugal,"$922,400 ",babydriver
Romania,"$436,285 ",babydriver
Serbia & Montenegro,"$62,749 ",babydriver
Slovakia,"$142,851 ",babydriver
South Africa,"$732,731 ",babydriver
Spain,"$3,073,301 ",babydriver
Switzerland,"$909,728 ",babydriver
Thailand,"$923,777 ",babydriver
Turkey,"$597,936 ",babydriver
United Arab Emirates,"$1,838,993 ",babydriver
Uruguay,"$117,395 ",babydriver
Vietnam,"$361,517 ",babydriver
Australia,"$10,599,605 ",babydriver
Bahrain,"$540,757 ",babydriver
Bolivia,"$66,829 ",babydriver
Bulgaria,"$207,722 ",babydriver
China,"$16,576,214 ",babydriver
Croatia,"$221,216 ",babydriver
Denmark,"$1,225,313 ",babydriver
Ecuador,"$225,707 ",babydriver
Estonia,"$137,118 ",babydriver
France,"$6,916,443 ",babydriver
Ghana,"$14,961 ",babydriver
Hong Kong,"$412,195 ",babydriver
Iceland,"$201,755 ",babydriver
Indonesia,"$1,675,303 ",babydriver
Italy,"$2,192,862 ",babydriver
Jordan,"$285,011 ",babydriver
Kuwait,"$606,225 ",babydriver
Lebanon,"$449,365 ",babydriver
Malaysia,"$1,509,024 ",babydriver
Netherlands,"$2,945,678 ",babydriver
Nigeria,"$91,748 ",babydriver
Pakistan,"$78,503 ",babydriver
Peru,"$249,592 ",babydriver
Poland,"$1,207,407 ",babydriver
Qatar,"$459,574 ",babydriver
Russia - CIS,"$5,823,490 ",babydriver
Singapore,"$804,676 ",babydriver
Slovenia,"$73,235 ",babydriver
South Korea,"$5,913,726 ",babydriver
Sweden,"$1,293,830 ",babydriver
Taiwan,"$1,410,646 ",babydriver
Trinidad & Tobago,"$222,132 ",babydriver
Ukraine,"$641,152 ",babydriver
United Kingdom,"$16,625,274 ",babydriver
Venezuela,"$313,765 ",babydriver
Argentina,"$4,533,018 ",theemojimovie
Australia,"$10,406,393 ",theemojimovie
Bahrain,"$248,808 ",theemojimovie
Bolivia,"$437,028 ",theemojimovie
Bulgaria,"$568,529 ",theemojimovie
Colombia,"$1,836,705 ",theemojimovie
Czech Republic,"$1,124,674 ",theemojimovie
Dominican Republic,"$222,740 ",theemojimovie
Egypt,"$117,598 ",theemojimovie
Finland,"$914,160 ",theemojimovie
Germany,"$5,720,371 ",theemojimovie
Greece,"$475,250 ",theemojimovie
Hungary,"$610,007 ",theemojimovie
India,"$162,848 ",theemojimovie
Israel,"$2,541,984 ",theemojimovie
Jamaica,"$66,269 ",theemojimovie
Kenya,"$52,717 ",theemojimovie
Latvia,"$286,399 ",theemojimovie
Lithuania,"$323,465 ",theemojimovie
Mexico,"$7,728,730 ",theemojimovie
New Zealand,"$1,253,564 ",theemojimovie
Norway,"$1,254,716 ",theemojimovie
Pakistan,"$25,663 ",theemojimovie
Paraguay,"$121,028 ",theemojimovie
Philippines,"$643,510 ",theemojimovie
Portugal,"$1,828,799 ",theemojimovie
Romania,"$683,826 ",theemojimovie
Serbia & Montenegro,"$50,784 ",theemojimovie
Slovakia,"$480,454 ",theemojimovie
South Africa,"$1,293,449 ",theemojimovie
Spain,"$7,694,504 ",theemojimovie
Switzerland,"$1,037,088 ",theemojimovie
Thailand,"$214,365 ",theemojimovie
Turkey,"$412,026 ",theemojimovie
United Arab Emirates,"$1,288,692 ",theemojimovie
Uruguay,"$495,536 ",theemojimovie
Vietnam,"$199,665 ",theemojimovie
Aruba,"$43,076 ",theemojimovie
Austria,"$1,170,594 ",theemojimovie
Belgium,"$2,347,341 ",theemojimovie
Brazil,"$7,567,379 ",theemojimovie
Chile,"$2,335,717 ",theemojimovie
Croatia,"$132,190 ",theemojimovie
Denmark,"$1,560,541 ",theemojimovie
Ecuador,"$1,291,229 ",theemojimovie
Estonia,"$291,887 ",theemojimovie
France,"$5,325,468 ",theemojimovie
Ghana,"$8,401 ",theemojimovie
Hong Kong,"$1,242,993 ",theemojimovie
Iceland,"$191,694 ",theemojimovie
Indonesia,"$539,975 ",theemojimovie
Italy,"$3,799,002 ",theemojimovie
Jordan,"$156,135 ",theemojimovie
Kuwait,"$399,694 ",theemojimovie
Lebanon,"$274,245 ",theemojimovie
Malaysia,"$711,485 ",theemojimovie
Netherlands,"$3,621,580 ",theemojimovie
Nigeria,"$94,492 ",theemojimovie
Oman,"$75,215 ",theemojimovie
Panama,"$84,240 ",theemojimovie
Peru,"$1,695,699 ",theemojimovie
Poland,"$2,903,237 ",theemojimovie
Qatar,"$240,017 ",theemojimovie
Russia - CIS,"$6,686,623 ",theemojimovie
Singapore,"$729,241 ",theemojimovie
Slovenia,"$31,042 ",theemojimovie
South Korea,"$245,759 ",theemojimovie
Sweden,"$1,795,998 ",theemojimovie
Taiwan,"$367,891 ",theemojimovie
Trinidad & Tobago,"$252,832 ",theemojimovie
Ukraine,"$985,755 ",theemojimovie
United Kingdom,"$19,451,267 ",theemojimovie
Venezuela,"$1,219,282 ",theemojimovie
Argentina,"$788,798 ",baywatch
Austria,"$3,443,070 ",baywatch
Bolivia,"$188,885 ",baywatch
Bulgaria,"$438,888 ",baywatch
Colombia,"$1,054,081 ",baywatch
Denmark,"$1,546,340 ",baywatch
France,"$10,458,476 ",baywatch
Greece,"$316,053 ",baywatch
Hungary,"$1,484,124 ",baywatch
India,"$2,198,089 ",baywatch
Israel,"$1,757,856 ",baywatch
Lithuania,"$190,910 ",baywatch
Mexico,"$8,067,178 ",baywatch
New Zealand,"$837,179 ",baywatch
Panama,"$1,575,740 ",baywatch
Peru,"$1,839,384 ",baywatch
Poland,"$684,168 ",baywatch
Romania,"$790,839 ",baywatch
Singapore,"$943,105 ",baywatch
Slovenia,"$284,893 ",baywatch
Spain,"$2,611,402 ",baywatch
Switzerland,"$3,323,119 ",baywatch
Thailand,"$320,075 ",baywatch
Ukraine,"$964,677 ",baywatch
United Kingdom,"$12,320,480 ",baywatch
Venezuela,"$869,187 ",baywatch
Australia,"$7,515,107 ",baywatch
Belgium,"$1,820,153 ",baywatch
Brazil,"$2,661,577 ",baywatch
Chile,"$700,568 ",baywatch
Czech Republic,"$385,729 ",baywatch
Finland,"$464,698 ",baywatch
Germany,"$18,387,225 ",baywatch
Hong Kong,"$1,157,989 ",baywatch
Iceland,"$265,696 ",baywatch
Indonesia,"$976,011 ",baywatch
Italy,"$2,348,415 ",baywatch
Malaysia,"$1,743,775 ",baywatch
Netherlands,"$2,917,578 ",baywatch
Norway,"$1,193,039 ",baywatch
Paraguay,"$38,605 ",baywatch
Philippines,"$535,954 ",baywatch
Portugal,"$1,760,088 ",baywatch
Russia - CIS,"$4,014,776 ",baywatch
Slovakia,"$317,967 ",baywatch
South Africa,"$1,578,107 ",baywatch
Sweden,"$1,823,642 ",baywatch
Taiwan,"$2,592,224 ",baywatch
Turkey,"$235,964 ",baywatch
United Arab Emirates,"$1,075,218 ",baywatch
Uruguay,"$329,193 ",baywatch
Argentina,"$74,364 ",theshack
Austria,"$554,505 ",theshack
Brazil,"$23,607,140 ",theshack
Chile,"$30,980 ",theshack
Croatia,"$198,058 ",theshack
Ecuador,"$131,320 ",theshack
Greece,"$30,764 ",theshack
Iceland,"$7,147 ",theshack
Japan,"$196,984 ",theshack
Mexico,"$2,960,730 ",theshack
Norway,"$190,438 ",theshack
Paraguay,"$24,800 ",theshack
Philippines,"$130,137 ",theshack
Portugal,"$151,663 ",theshack
Singapore,"$90,639 ",theshack
Slovenia,"$39,919 ",theshack
South Korea,"$518,989 ",theshack
Switzerland,"$927,413 ",theshack
Thailand,"$106,444 ",theshack
United Kingdom,"$459,483 ",theshack
Venezuela,"$267,878 ",theshack
Australia,"$437,321 ",theshack
Bolivia,"$17,817 ",theshack
Bulgaria,"$33,772 ",theshack
Colombia,"$856,348 ",theshack
Dominican Republic,"$33,247 ",theshack
Germany,"$2,542,630 ",theshack
Hong Kong,"$514,238 ",theshack
Israel,"$68,421 ",theshack
Lebanon,"$8,756 ",theshack
New Zealand,"$203,255 ",theshack
Panama,"$126,386 ",theshack
Peru,"$50,948 ",theshack
Poland,"$1,388,316 ",theshack
Serbia & Montenegro,"$26,436 ",theshack
Slovakia,"$441,711 ",theshack
South Africa,"$389,848 ",theshack
Spain,"$216,363 ",theshack
Taiwan,"$198,571 ",theshack
Turkey,"$25,710 ",theshack
Uruguay,"$27,887 ",theshack
Vietnam,"$12,035 ",theshack
Argentina,"$557,000 ",goinginstyle2017
Bolivia,"$62,790 ",goinginstyle2017
Bulgaria,"$107,016 ",goinginstyle2017
Czech Republic,"$153,698 ",goinginstyle2017
France,"$2,900,000 ",goinginstyle2017
Greece,"$328,264 ",goinginstyle2017
Hungary,"$515,848 ",goinginstyle2017
Italy,"$589,000 ",goinginstyle2017
Lithuania,"$51,708 ",goinginstyle2017
Netherlands,"$1,900,000 ",goinginstyle2017
Norway,"$94,910 ",goinginstyle2017
Poland,"$816,552 ",goinginstyle2017
Romania,"$741,961 ",goinginstyle2017
Slovakia,"$148,688 ",goinginstyle2017
South Africa,"$340,729 ",goinginstyle2017
Switzerland,"$1,300,000 ",goinginstyle2017
Ukraine,"$460,881 ",goinginstyle2017
United Kingdom,"$3,900,000 ",goinginstyle2017
Australia,"$3,452,728 ",goinginstyle2017
Brazil,"$743,000 ",goinginstyle2017
Colombia,"$409,966 ",goinginstyle2017
Finland,"$319,376 ",goinginstyle2017
Germany,"$4,200,000 ",goinginstyle2017
Hong Kong,"$219,000 ",goinginstyle2017
Iceland,"$59,351 ",goinginstyle2017
Japan,"$611,000 ",goinginstyle2017
Mexico,"$2,800,000 ",goinginstyle2017
New Zealand,"$737,031 ",goinginstyle2017
Paraguay,"$29,793 ",goinginstyle2017
Portugal,"$659,287 ",goinginstyle2017
Russia - CIS,"$1,500,000 ",goinginstyle2017
Slovenia,"$77,994 ",goinginstyle2017
Spain,"$1,500,000 ",goinginstyle2017
Turkey,"$112,000 ",goinginstyle2017
United Arab Emirates,"$1,008,197 ",goinginstyle2017
Uruguay,"$177,546 ",goinginstyle2017
Australia,"$330,679 ",47metersdown
Iceland,"$5,806 ",47metersdown
Netherlands,"$494,297 ",47metersdown
Norway,"$115,298 ",47metersdown
Slovakia,"$70,047 ",47metersdown
Spain,"$1,218,994 ",47metersdown
Turkey,"$120,398 ",47metersdown
United Arab Emirates,"$561,404 ",47metersdown
Hungary,"$41,089 ",47metersdown
Italy,"$676,904 ",47metersdown
New Zealand,"$109,089 ",47metersdown
Russia - CIS,"$747,662 ",47metersdown
South Korea,"$4,143,244 ",47metersdown
Thailand,"$206,346 ",47metersdown
Ukraine,"$19,109 ",47metersdown
United Kingdom,"$1,725,296 ",47metersdown
Australia,"$3,506,963 ",thebigsick
Brazil,"$60,951 ",thebigsick
Croatia,"$13,994 ",thebigsick
Denmark,"$161,001 ",thebigsick
Greece,"$112,630 ",thebigsick
Hungary,"$20,250 ",thebigsick
India,"$102,077 ",thebigsick
Italy,"$273,007 ",thebigsick
Mexico,"$172,301 ",thebigsick
New Zealand,"$871,010 ",thebigsick
Portugal,"$32,804 ",thebigsick
Slovakia,"$59,956 ",thebigsick
Spain,"$424,421 ",thebigsick
Taiwan,"$74,469 ",thebigsick
United Arab Emirates,"$110,189 ",thebigsick
Belgium,"$146,462 ",thebigsick
Chile,"$48,170 ",thebigsick
Czech Republic,"$202,510 ",thebigsick
Finland,"$43,254 ",thebigsick
Hong Kong,"$65,308 ",thebigsick
Iceland,"$8,445 ",thebigsick
Israel,"$743,311 ",thebigsick
Lebanon,"$24,409 ",thebigsick
Netherlands,"$872,587 ",thebigsick
Norway,"$301,896 ",thebigsick
Singapore,"$108,494 ",thebigsick
South Africa,"$80,459 ",thebigsick
Sweden,"$124,246 ",thebigsick
Thailand,"$15,099 ",thebigsick
United Kingdom,"$2,352,006 ",thebigsick
Argentina,"$102,794 ",americanassassin
Australia,"$2,504,535 ",americanassassin
Bahrain,"$233,971 ",americanassassin
Bolivia,"$25,701 ",americanassassin
Bulgaria,"$67,431 ",americanassassin
Colombia,"$329,123 ",americanassassin
Croatia,"$111,135 ",americanassassin
Czech Republic,"$102,694 ",americanassassin
Dominican Republic,"$10,670 ",americanassassin
Egypt,"$59,026 ",americanassassin
France,"$2,148,706 ",americanassassin
Greece,"$129,394 ",americanassassin
Hong Kong,"$394,245 ",americanassassin
Iceland,"$30,372 ",americanassassin
Indonesia,"$724,087 ",americanassassin
Jordan,"$47,176 ",americanassassin
Lebanon,"$147,395 ",americanassassin
Malaysia,"$583,148 ",americanassassin
Netherlands,"$945,156 ",americanassassin
Nicaragua,"$23,229 ",americanassassin
Oman,"$158,190 ",americanassassin
Peru,"$309,317 ",americanassassin
Poland,"$567,296 ",americanassassin
Qatar,"$235,379 ",americanassassin
Russia - CIS,"$1,115,967 ",americanassassin
Singapore,"$173,166 ",americanassassin
Slovenia,"$26,635 ",americanassassin
Spain,"$672,663 ",americanassassin
Switzerland,"$204,339 ",americanassassin
Thailand,"$492,304 ",americanassassin
Ukraine,"$159,321 ",americanassassin
United Kingdom,"$2,191,602 ",americanassassin
Vietnam,"$99,933 ",americanassassin
Aruba,"$21,829 ",americanassassin
Austria,"$319,658 ",americanassassin
Belgium,"$561,444 ",americanassassin
Brazil,"$709,944 ",americanassassin
Chile,"$150,202 ",americanassassin
Costa Rica,"$29,133 ",americanassassin
Cyprus,"$22,039 ",americanassassin
Denmark,"$525,421 ",americanassassin
Ecuador,"$89,851 ",americanassassin
Estonia,"$35,652 ",americanassassin
Germany,"$1,501,110 ",americanassassin
Honduras,"$37,594 ",americanassassin
Hungary,"$169,159 ",americanassassin
India,"$160,838 ",americanassassin
Israel,"$641,615 ",americanassassin
Latvia,"$16,460 ",americanassassin
Lithuania,"$36,672 ",americanassassin
Mexico,"$872,213 ",americanassassin
New Zealand,"$254,898 ",americanassassin
Norway,"$189,505 ",americanassassin
Panama,"$55,832 ",americanassassin
Philippines,"$493,448 ",americanassassin
Portugal,"$279,992 ",americanassassin
Romania,"$361,202 ",americanassassin
Serbia & Montenegro,"$47,000 ",americanassassin
Slovakia,"$65,143 ",americanassassin
South Africa,"$464,825 ",americanassassin
Sweden,"$540,100 ",americanassassin
Taiwan,"$595,768 ",americanassassin
Turkey,"$227,330 ",americanassassin
United Arab Emirates,"$1,125,437 ",americanassassin
Uruguay,"$18,469 ",americanassassin
Australia,"$1,400,000 ",fistfight
Germany,"$105,000 ",fistfight
Iceland,"$51,858 ",fistfight
Netherlands,"$714,000 ",fistfight
Norway,"$171,900 ",fistfight
Slovenia,"$68,873 ",fistfight
Ukraine,"$266,733 ",fistfight
United Kingdom,"$1,000,000 ",fistfight
Bulgaria,"$97,223 ",fistfight
Hungary,"$341,800 ",fistfight
Lithuania,"$27,632 ",fistfight
New Zealand,"$80,255 ",fistfight
Romania,"$430,865 ",fistfight
South Africa,"$230,053 ",fistfight
United Arab Emirates,"$1,416,688 ",fistfight
Bolivia,"$217,895 ",howtobealatinlover
Bulgaria,"$85,270 ",howtobealatinlover
Colombia,"$1,513,058 ",howtobealatinlover
Dominican Republic,"$62,291 ",howtobealatinlover
Greece,"$63,762 ",howtobealatinlover
Iceland,"$1,542 ",howtobealatinlover
Panama,"$129,521 ",howtobealatinlover
Romania,"$276,708 ",howtobealatinlover
Slovenia,"$68,530 ",howtobealatinlover
Uruguay,"$35,586 ",howtobealatinlover
Brazil,"$69,878 ",howtobealatinlover
Chile,"$20,950 ",howtobealatinlover
Czech Republic,"$206,751 ",howtobealatinlover
Ecuador,"$882,006 ",howtobealatinlover
Hungary,"$224,248 ",howtobealatinlover
Mexico,"$24,928,324 ",howtobealatinlover
Peru,"$1,312,755 ",howtobealatinlover
Slovakia,"$271,395 ",howtobealatinlover
United Arab Emirates,"$27,158 ",howtobealatinlover
Argentina,"$57,392 ",snowden
Brazil,"$518,144 ",snowden
Colombia,"$51,196 ",snowden
Finland,"$159,737 ",snowden
Germany,"$3,215,856 ",snowden
Hungary,"$161,845 ",snowden
Lithuania,"$26,337 ",snowden
Norway,"$211,031 ",snowden
Romania,"$95,505 ",snowden
Slovakia,"$81,731 ",snowden
South Korea,"$278,313 ",snowden
Thailand,"$254,669 ",snowden
Ukraine,"$51,512 ",snowden
United Kingdom,"$403,867 ",snowden
Australia,"$1,199,213 ",snowden
Bulgaria,"$130,384 ",snowden
Czech Republic,"$36,202 ",snowden
France,"$3,404,632 ",snowden
Greece,"$324,298 ",snowden
Italy,"$1,699,527 ",snowden
Netherlands,"$381,667 ",snowden
Portugal,"$342,720 ",snowden
Russia - CIS,"$1,138,571 ",snowden
Slovenia,"$50,732 ",snowden
Spain,"$546,321 ",snowden
Turkey,"$207,093 ",snowden
United Arab Emirates,"$720,172 ",snowden
Uruguay,"$21,030 ",snowden
Australia,"$190,009 ",freestateofjones
Bulgaria,"$6,627 ",freestateofjones
France,"$704,593 ",freestateofjones
Mexico,"$174,478 ",freestateofjones
New Zealand,"$53,821 ",freestateofjones
Spain,"$698,246 ",freestateofjones
United Kingdom,"$153,971 ",freestateofjones
Bolivia,"$11,705 ",freestateofjones
Colombia,"$66,816 ",freestateofjones
Italy,"$243,200 ",freestateofjones
Netherlands,"$82,167 ",freestateofjones
Portugal,"$76,431 ",freestateofjones
United Arab Emirates,"$143,833 ",freestateofjones
Iceland,"$34,410 ",keanu
United Kingdom,"$18,118 ",keanu
South Africa,"$6,952 ",keanu
Argentina,"$10,012 ",thechoice
Austria,"$194,913 ",thechoice
Belgium,"$236,822 ",thechoice
Brazil,"$236,723 ",thechoice
Ecuador,"$26,171 ",thechoice
Hong Kong,"$54,627 ",thechoice
Lebanon,"$36,987 ",thechoice
Malaysia,"$16,530 ",thechoice
Netherlands,"$417,484 ",thechoice
Peru,"$47,712 ",thechoice
Portugal,"$120,870 ",thechoice
South Africa,"$130,388 ",thechoice
Turkey,"$25,824 ",thechoice
United Arab Emirates,"$75,006 ",thechoice
Uruguay,"$20,793 ",thechoice
Australia,"$796,840 ",thechoice
Bahrain,"$10,336 ",thechoice
Bolivia,"$8,141 ",thechoice
Chile,"$29,448 ",thechoice
Germany,"$979,371 ",thechoice
Iceland,"$4,049 ",thechoice
Lithuania,"$34,823 ",thechoice
Mexico,"$360,616 ",thechoice
Oman,"$2,712 ",thechoice
Philippines,"$127,604 ",thechoice
Russia - CIS,"$91,689 ",thechoice
Thailand,"$7,418 ",thechoice
Ukraine,"$26,996 ",thechoice
United Kingdom,"$198,772 ",thechoice
Vietnam,"$3,447 ",thechoice
Australia,"$1,019,129 ",badsanta2
Czech Republic,"$27,446 ",badsanta2
Greece,"$21,242 ",badsanta2
Iceland,"$46,315 ",badsanta2
Lithuania,"$22,132 ",badsanta2
New Zealand,"$114,271 ",badsanta2
Poland,"$69,124 ",badsanta2
Romania,"$364,157 ",badsanta2
Slovakia,"$23,588 ",badsanta2
Ukraine,"$68,431 ",badsanta2
United Kingdom,"$2,351,248 ",badsanta2
Bulgaria,"$36,237 ",badsanta2
Finland,"$21,586 ",badsanta2
Hungary,"$144,213 ",badsanta2
Italy,"$894,066 ",badsanta2
Netherlands,"$184,365 ",badsanta2
Norway,"$74,885 ",badsanta2
Portugal,"$58,129 ",badsanta2
Russia - CIS,"$709,372 ",badsanta2
Slovenia,"$21,338 ",badsanta2
United Arab Emirates,"$25,816 ",badsanta2
Argentina,"$64,294 ",normofthenorth
Bulgaria,"$78,927 ",normofthenorth
Croatia,"$125,685 ",normofthenorth
Ecuador,"$106,072 ",normofthenorth
Greece,"$98,804 ",normofthenorth
Iceland,"$35,225 ",normofthenorth
Lebanon,"$90,304 ",normofthenorth
Malaysia,"$99,079 ",normofthenorth
Oman,"$13,056 ",normofthenorth
Poland,"$1,189,659 ",normofthenorth
Romania,"$206,994 ",normofthenorth
Serbia & Montenegro,"$48,938 ",normofthenorth
Slovakia,"$224,110 ",normofthenorth
South Africa,"$214,187 ",normofthenorth
Spain,"$496,255 ",normofthenorth
Ukraine,"$27,506 ",normofthenorth
United Kingdom,"$468,854 ",normofthenorth
Brazil,"$193,669 ",normofthenorth
Chile,"$47,197 ",normofthenorth
Czech Republic,"$306,377 ",normofthenorth
France,"$3,388,500 ",normofthenorth
Hungary,"$136,161 ",normofthenorth
Italy,"$1,426,587 ",normofthenorth
Lithuania,"$123,154 ",normofthenorth
Mexico,"$1,263,254 ",normofthenorth
Peru,"$136,319 ",normofthenorth
Portugal,"$213,513 ",normofthenorth
Russia - CIS,"$765,197 ",normofthenorth
Singapore,"$73,682 ",normofthenorth
Slovenia,"$61,399 ",normofthenorth
South Korea,"$1,059,878 ",normofthenorth
Turkey,"$610,348 ",normofthenorth
United Arab Emirates,"$263,023 ",normofthenorth
Uruguay,"$14,666 ",normofthenorth
France,"$554,119 ",thebirthofanation
Spain,"$52,936 ",thebirthofanation
United Arab Emirates,"$20,979 ",thebirthofanation
South Africa,"$9,277 ",thebirthofanation
Ukraine,"$1,218 ",thebirthofanation
United Kingdom,"$279,117 ",thebirthofanation
Argentina,"$54,106 ",eddietheeagle
Austria,"$141,444 ",eddietheeagle
Belgium,"$105,266 ",eddietheeagle
Brazil,"$102,978 ",eddietheeagle
China,"$970,358 ",eddietheeagle
Croatia,"$12,680 ",eddietheeagle
Denmark,"$119,324 ",eddietheeagle
Finland,"$108,909 ",eddietheeagle
Germany,"$1,231,754 ",eddietheeagle
Hong Kong,"$288,764 ",eddietheeagle
Italy,"$57,092 ",eddietheeagle
Lithuania,"$39,054 ",eddietheeagle
Netherlands,"$156,492 ",eddietheeagle
Norway,"$121,887 ",eddietheeagle
Peru,"$63,232 ",eddietheeagle
Qatar,"$56,402 ",eddietheeagle
Russia - CIS,"$458,784 ",eddietheeagle
Singapore,"$197,085 ",eddietheeagle
Slovenia,"$27,226 ",eddietheeagle
South Korea,"$1,548,478 ",eddietheeagle
Sweden,"$115,411 ",eddietheeagle
Switzerland (German-speaking),"$378,971 ",eddietheeagle
Turkey,"$32,184 ",eddietheeagle
United Arab Emirates,"$129,593 ",eddietheeagle
Uruguay,$895 ,eddietheeagle
Australia,"$5,896,692 ",eddietheeagle
Bahrain,"$60,004 ",eddietheeagle
Bolivia,"$8,219 ",eddietheeagle
Cambodia,"$3,854 ",eddietheeagle
Colombia,"$177,563 ",eddietheeagle
Czech Republic,"$80,569 ",eddietheeagle
Ecuador,"$74,980 ",eddietheeagle
France,"$555,241 ",eddietheeagle
Greece,"$6,829 ",eddietheeagle
Hungary,"$111,144 ",eddietheeagle
Lebanon,"$22,461 ",eddietheeagle
Mexico,"$337,372 ",eddietheeagle
New Zealand,"$942,938 ",eddietheeagle
Oman,"$14,458 ",eddietheeagle
Portugal,"$37,109 ",eddietheeagle
Romania,"$70,581 ",eddietheeagle
Serbia & Montenegro,"$9,169 ",eddietheeagle
Slovakia,"$23,793 ",eddietheeagle
South Africa,"$70,784 ",eddietheeagle
Spain,"$53,726 ",eddietheeagle
Switzerland (French-speaking),"$24,500 ",eddietheeagle
Taiwan,"$957,020 ",eddietheeagle
Ukraine,"$27,324 ",eddietheeagle
United Kingdom,"$12,803,022 ",eddietheeagle
Venezuela,"$53,508 ",eddietheeagle
Italy,"$29,917 ",criminal
United Arab Emirates,"$13,215 ",criminal
Mexico,"$311,832 ",criminal
