Movie,Actor,Character,Gender,Country
Paranormal Activity 2,Jackson Xenia Prieto,Hunter Rey,Male,None
Paranormal Activity 2,Micah Sloat,Micah,Male,None
Paranormal Activity 2,Seth Ginsberg,Brad,Male,USA
Paranormal Activity 2,William Juan Prieto,Hunter Rey,Male,None
Paranormal Activity 3,Chloe Csengery,Katie,Female,None
Paranormal Activity 3,Hallie Foote,Grandma Lois,Female,USA
Paranormal Activity 3,Jessica Tyler Brown,Kristi       (as Jessica Brown),Female,None
Paranormal Activity 3,Johanna Braddy,Lisa,Female,USA
Paranormal Activity 3,Katie Featherston,Adult Katie,Female,USA
Paranormal Activity 3,Lauren Bittner,Julie,Female,USA
Paranormal Activity 3,Paitoon Cheng,Ida,Female,None
Paranormal Activity 3,Rebecca Delgado Smith,Crying Bridesmaid,Female,None
Paranormal Activity 3,Sprague Grayden,Adult Kristi,Female,USA
Paranormal Activity 3,Brian Boland,Daniel,Male,None
Paranormal Activity 3,Christopher Nicholas Smith,Dennis       (as Chris Smith),Male,None
Paranormal Activity 3,Dustin Ingram,Randy Rosen,Male,USA
Paranormal Activity 3,Eddie Medrano,Party Magician,Male,None
Paranormal Activity 3,Jackson Xenia Prieto,Hunter       (as Jackson Prieto),Male,None
Paranormal Activity 3,William Juan Prieto,Hunter       (as William Prieto),Male,None
Paranormal Activity 4,Alexondra Lee,Holly,Female,USA
Paranormal Activity 4,Alisha Boe,Tara,Female,Norway
Paranormal Activity 4,Constance Esposito,Robbie's Mom's Friend,Female,None
Paranormal Activity 4,Georgica Pettus,Sarah,Female,None
Paranormal Activity 4,Kathryn Newton,Alex,Female,None
Paranormal Activity 4,Katie Featherston,Katie,Female,USA
Paranormal Activity 4,Tamara Bersane,Wyatt's Soccer Coach,Female,None
Paranormal Activity 4,Aiden Lovekamp,Wyatt,Male,None
Paranormal Activity 4,Brady Allen,Robbie,Male,None
Paranormal Activity 4,Brendon Eggertsen,Derek,Male,None
Paranormal Activity 4,Jonah Pasco,Shadow Boy,Male,None
Paranormal Activity 4,Matt Shively,Ben,Male,USA
Paranormal Activity 4,Rightor Doyle,Referee,Male,None
Paranormal Activity 4,Stephen Dunham,Doug,Male,USA
Paranormal Activity 4,Ty Dawson,Shadow Boy,Male,None
Paranormal Activity: The Ghost Dimension,Brit Shaw,Emily,Female,None
Paranormal Activity: The Ghost Dimension,Cara Pifko,Laura,Female,Canada
Paranormal Activity: The Ghost Dimension,Chloe Csengery,Katie,Female,None
Paranormal Activity: The Ghost Dimension,Hallie Foote,Grandma Lois,Female,USA
Paranormal Activity: The Ghost Dimension,Ivy George,Leila,Female,USA
Paranormal Activity: The Ghost Dimension,Jessica Tyler Brown,Kristi       (as Jessica Brown),Female,None
Paranormal Activity: The Ghost Dimension,Olivia Taylor Dudley,Skyler,Female,USA
Paranormal Activity: The Ghost Dimension,Aiden Lovekamp,Hunter Rey,Male,None
Paranormal Activity: The Ghost Dimension,Chris J. Murray,Ryan,Male,None
Paranormal Activity: The Ghost Dimension,Dan Gill,Mike,Male,None
Paranormal Activity: The Ghost Dimension,Don Mcmanus,Kent,Male,USA
Paranormal Activity: The Ghost Dimension,Mark Steger,Tobi,Male,None
Paranormal Activity: The Ghost Dimension,Michael Krawic,Father Todd,Male,None
Paranormal Activity: The Marked Ones,Gabrielle Walsh,Marisol Vargas,Female,USA
Paranormal Activity: The Marked Ones,Gloria Sandoval,Ana Sanchez,Female,None
Paranormal Activity: The Marked Ones,Molly Ephraim,Ali Rey,Female,USA
Paranormal Activity: The Marked Ones,Noemi Gonzalez,Evette Arista,Female,None
Paranormal Activity: The Marked Ones,Renee Victor,Irma Arista,Female,None
Paranormal Activity: The Marked Ones,Alonso Alvarez,Eber,male,Mexico
Paranormal Activity: The Marked Ones,Andrew Jacobs,Jesse Arista,Male,USA
Paranormal Activity: The Marked Ones,Brent Gutierrez,Diego,Male,None
Paranormal Activity: The Marked Ones,Carlos Pratts,Oscar Lopez,Male,USA
Paranormal Activity: The Marked Ones,Carlos Romeo Arana Figuera,Mauro,Male,None
Paranormal Activity: The Marked Ones,Chris Puckett,Cop       (as Christopher M. Puckett),Male,None
Paranormal Activity: The Marked Ones,David Saucedo,Cesar Arista,Male,None
Paranormal Activity: The Marked Ones,Jorge Diaz,Hector Estrella,Male,USA
Paranormal Activity: The Marked Ones,Juan Vasquez,Santo,Male,None
Paranormal Activity: The Marked Ones,Richard Cabral,Arturo Lopez,Male,None
ParaNorman,Alex Borstein,Mrs. Henscher       (voice),Female,USA
ParaNorman,Anna Kendrick,Courtney Babcock       (voice),Female,USA
ParaNorman,Elaine Stritch,Grandma       (voice),Female,USA
ParaNorman,Jodelle Ferland,Aggie       (voice),Female,Canada
ParaNorman,Leslie Mann,Sandra Babcock       (voice),Female,USA
ParaNorman,Tempestt Bledsoe,Sheriff Hooper       (voice),Female,USA
ParaNorman,Bernard Hill,The Judge       (voice),Male,UK
ParaNorman,Casey Affleck,Mitch       (voice),Male,USA
ParaNorman,Christopher Mintz-Plasse,Alvin       (voice),Male,USA
ParaNorman,Hannah Noyes,Salma       (voice),Male,None
ParaNorman,Jack Blessing,Slob Guy /              Civil War Ghost       (voice),Male,USA
ParaNorman,Jeff Garlin,Perry Babcock       (voice),Male,USA
ParaNorman,John Goodman,Mr. Prenderghast       (voice),Male,USA
ParaNorman,Kodi Smit-Mcphee,Norman Babcock       (voice),Male,Australia
ParaNorman,Tucker Albrizzi,Neil       (voice),Male,None
Parental Guidance,Bailee Madison,Harper Simmons,Female,USA
Parental Guidance,Bette Midler,Diane Decker,Female,USA
Parental Guidance,Jennifer Crystal Foley,Cassandra,Female,USA
Parental Guidance,Madison Lintz,Ashley,Female,None
Parental Guidance,Marisa Tomei,Alice Simmons,Female,USA
Parental Guidance,Rhoda Griffis,Dr. Schveer,Female,USA
Parental Guidance,Billy Crystal,Artie Decker,Male,USA
Parental Guidance,Cade Jones,Ivan Halloran,Male,None
Parental Guidance,Gedde Watanabe,Mr. Cheng,Male,USA
Parental Guidance,Joshua Rush,Turner Simmons,Male,None
Parental Guidance,Kyle Breitkopf,Barker Simmons       (as Kyle Harrison Breitkopf),Male,None
Parental Guidance,Mavrick Moreno,Cody,Male,None
Parental Guidance,Steve Levy,Steve Levy,Male,USA
Parental Guidance,Tom Everett Scott,Phil Simmons,Male,USA
Parental Guidance,Tony Hawk,Tony Hawk,Male,USA
Parker,Emma Booth,Claire,Female,Australia
Parker,Jennifer Lopez,Leslie Rodgers,Female,USA
Parker,Patti Lupone,Ascension,Female,USA
Parker,Billy Slaughter,Ohio State Fair Security Guard Ben,Male,USA
Parker,Bobby Cannavale,Jake Fernandez,Male,USA
Parker,Carl J. Walker,Ohio State Fair Accounts Manager       (as Carl Walker),Male,None
Parker,Carlos Carrasco,Norte,Male,Panama
Parker,Clifton Collins Jr.,Ross,Male,USA
Parker,Daniel Bernhardt,Kroll,Male,Switzerland
Parker,Jason Statham,Parker,Male,UK
Parker,Jon Eyez,Jack,Male,None
Parker,Micah Hauptman,August Hardwicke,Male,USA
Parker,Michael Chiklis,Melander,Male,USA
Parker,Nick Nolte,Hurley,Male,USA
Parker,Wendell Pierce,Carlson,Male,USA
Passengers,Aurora Perrineau,Best Friend,Female,None
Passengers,Emerald Mayne,Party Friend,Female,None
Passengers,Jennifer Lawrence,Aurora Lane,Female,USA
Passengers,Julee Cerda,Instructor (Hologram),Female,None
Passengers,Kara Flowers,Communications Officer,Female,USA
Passengers,Kristin Brock,Party Friend,Female,None
Passengers,Lauren Farmer,Party Friend,Female,None
Passengers,Andy Garcia,Captain Norris,Male,Cuba
Passengers,Chris Pratt,Jim Preston,Male,USA
Passengers,Conor Brophy,Crew Member,Male,None
Passengers,Laurence Fishburne,Gus Mancuso,Male,USA
Passengers,Michael Sheen,Arthur,Male,UK
Passengers,Quansae Rutledge,Party Friend,Male,None
Passengers,Tom Ferrari,Party Friend,Male,None
Passengers,Vince Foster,Executive Officer,Male,None
Pathfinder,Michelle Thrush,Indian Mother,Female,Canada
Pathfinder,Moon Bloodgood,Starfire,Female,USA
Pathfinder,Nicole Munoz,Little Sister,Female,Canada
Pathfinder,Brandon Oakes,Elder #3,Male,None
Pathfinder,Burkely Duffield,Ghost - 12 Years Old,Male,Canada
Pathfinder,Clancy Brown,Gunnar,Male,USA
Pathfinder,Duane Howard,Elder #2,Male,None
Pathfinder,Jay Tavare,Blackwing,Male,None
Pathfinder,Karl Urban,Ghost,Male,New Zealand
Pathfinder,Kevin Loring,Jester,Male,Canada
Pathfinder,Nathaniel Arcand,Wind In Tree,Male,Canada
Pathfinder,Ralf Moeller,Ulfar,Male,Germany
Pathfinder,Ray G. Thunderchild,Elder #1,Male,None
Pathfinder,Russell Means,Pathfinder,Male,USA
Pathfinder,Wayne Charles Baker,Indian Father       (as Wayne C. Baker),Male,None
Patriots Day,Lana Condor,Li,Female,Vietnam
Patriots Day,Michelle Monaghan,Carol Saunders,Female,USA
Patriots Day,Rachel Brosnahan,Jessica Kensky,Female,USA
Patriots Day,Christopher O'Shea,Patrick Downes,Male,UK
Patriots Day,Dicky Eklund Jr.,Young Police Officers,Male,None
Patriots Day,Frank Czarnowski,Officer Outside Harrold&#146;s Apartment,Male,None
Patriots Day,Jake Picking,Officer Sean Collier,Male,None
Patriots Day,Jerry Dwyer Jr.,MIT Grad Students,Male,None
Patriots Day,John Goodman,Commissioner Ed Davis,Male,USA
Patriots Day,Mark Wahlberg,Tommy Saunders,Male,USA
Patriots Day,Michael Chuah,MIT Grad Students,Male,None
Patriots Day,Michael Marchand,Young Police Officers,Male,None
Patriots Day,Patrick Wensing,MIT Grad Students,Male,None
Patriots Day,Rhet Kidd,Harrold,Male,USA
Patriots Day,Sang-Bae Kim,MIT Professor       (as Sangbae Kim),Male,None
Paul,Jane Lynch,Pat Stevens,Female,USA
Paul,Jennifer Granger,Adam Shadowchild Fan,Female,None
Paul,Mia Stallard,Young Tara,Female,USA
Paul,Sigourney Weaver,The Big Guy,Female,USA
Paul,Bobby Lee,Valet,Male,USA
Paul,David House,Security Guard,Male,USA
Paul,David Koechner,Gus,Male,USA
Paul,Jason Bateman,Agent Zoil,Male,USA
Paul,Jeffrey Tambor,Adam Shadowchild,Male,USA
Paul,Jeremy Owen,Sword Vendor,Male,None
Paul,Jesse Plemons,Jake,Male,USA
Paul,Nelson Ascencio,Jorge,Male,Cuba
Paul,Nick Frost,Clive Gollings,Male,UK
Paul,Seth Rogen,Paul       (voice),Male,Canada
Paul,Simon Pegg,Graeme Willy,Male,UK
Paul Blart: Mall Cop,Jayma Mays,Amy,Female,USA
Paul Blart: Mall Cop,Raini Rodriguez,Maya,Female,USA
Paul Blart: Mall Cop,Shirley Knight,Mom,Female,USA
Paul Blart: Mall Cop,Adam Ferrara,Sergeant Howard,Male,USA
Paul Blart: Mall Cop,Adhir Kalyan,Pahud,Male,South Africa
Paul Blart: Mall Cop,Allen Covert,Jerky Security Guy,Male,USA
Paul Blart: Mall Cop,Bobby Cannavale,Cmdr. James Kent,Male,USA
Paul Blart: Mall Cop,Erick Avari,Vijay,Male,India
Paul Blart: Mall Cop,Gary Valentine,Karaoke Singer,Male,USA
Paul Blart: Mall Cop,Jamal Mixon,Leon,Male,None
Paul Blart: Mall Cop,Keir O'Donnell,Veck Simms,Male,Australia
Paul Blart: Mall Cop,Kevin James,Paul Blart,Male,USA
Paul Blart: Mall Cop,Mike Vallely,Rudolph,Male,USA
Paul Blart: Mall Cop,Peter Gerety,Chief Brooks,Male,USA
Paul Blart: Mall Cop,Stephen Rannazzisi,Stuart,Male,USA
Paul Blart: Mall Cop 2,Ana Gasteyer,Mrs. Gundermutt,Female,USA
Paul Blart: Mall Cop 2,Daniella Alonso,Divina Martinez,Female,USA
Paul Blart: Mall Cop 2,Loni Love,Donna Ericone,Female,USA
Paul Blart: Mall Cop 2,Raini Rodriguez,Maya Blart,Female,USA
Paul Blart: Mall Cop 2,Shirley Knight,Mom,Female,USA
Paul Blart: Mall Cop 2,Bas Rutten,Henk,Male,Netherlands
Paul Blart: Mall Cop 2,D.B. Woodside,Robinson       (as DB Woodside),Male,USA
Paul Blart: Mall Cop 2,David Henrie,Lane,Male,USA
Paul Blart: Mall Cop 2,Eduardo Verastegui,Eduardo Furtillo       (as Eduardo Verastegui),Male,Mexico
Paul Blart: Mall Cop 2,Gary Valentine,Saul Gundermutt,Male,USA
Paul Blart: Mall Cop 2,Kevin James,Paul Blart,Male,USA
Paul Blart: Mall Cop 2,Neal Mcdonough,Vincent Sofel,Male,USA
Paul Blart: Mall Cop 2,Nicholas Turturro,Nick Panero,Male,USA
Paul Blart: Mall Cop 2,Shelly Desai,Khan Mubi,Male,British India
Paul Blart: Mall Cop 2,Vic Dibitetto,Gino Chizetti,Male,USA
Peeples,Ana Gasteyer,Mayor Hodge,Female,USA
Peeples,Angelee Areu,5-Year-Old-Girl,Female,None
Peeples,Briana Marin,Sexy Mother,Female,None
Peeples,Diahann Carroll,Nana Peeples,Female,USA
Peeples,Kali Hawk,Gloria Peeples,Female,None
Peeples,Kerry Washington,Grace Peeples,Female,USA
Peeples,Kimrie Lewis,Meg       (as Kimrie Lewis-Davis),Female,None
Peeples,S. Epatha Merkerson,Daphne Peeples,Female,USA
Peeples,Craig Robinson,Wade Walker,Male,USA
Peeples,David Alan Grier,Virgil Peeples,Male,USA
Peeples,Jerome Preston Bates,Skip,Male,USA
Peeples,Malcolm Barrett,Chris Walker,Male,USA
Peeples,Melvin Van Peebles,Grandpa Peeples,Male,USA
Peeples,Tuffy Questell,Taxi Driver,Male,USA
Peeples,Tyler James Williams,Simon Peeples,Male,USA
Penguins of Madagascar,Annet Mahendru,Eva       (voice),Female,Afghanistan
Penguins of Madagascar,Kelly Cooney,Mermaid Penguin       (voice),Female,None
Penguins of Madagascar,Chris Miller,Kowalski       (voice),male,USA
Penguins of Madagascar,Sean Charmatz,Cricket       (voice),male,USA
Penguins of Madagascar,Andy Richter,Mort       (voice),Male,USA
Penguins of Madagascar,Benedict Cumberbatch,Classified       (voice),Male,UK
Penguins of Madagascar,Christopher Knights,Private       (voice),Male,UK
Penguins of Madagascar,Conrad Vernon,Rico       (voice),Male,USA
Penguins of Madagascar,Danny Jacobs,King Julien       (voice),Male,USA
Penguins of Madagascar,John Malkovich,Dave       (voice),Male,USA
Penguins of Madagascar,Ken Jeong,Short Fuse       (voice),Male,USA
Penguins of Madagascar,Peter Stormare,Corporal       (voice),Male,None
Penguins of Madagascar,Stephen Kearin,Pilot /              Aquarium Employee       (voice),Male,None
Penguins of Madagascar,Tom Mcgrath,Skipper       (voice),Male,USA
Penguins of Madagascar,Werner Herzog,Documentary Filmmaker       (voice),Male,Germany
People Like Us,Barbara Eve Harris,Mrs. Haney,Female,Tobago
People Like Us,Elizabeth Banks,Frankie,Female,USA
People Like Us,Gabriela Milla,Lucy,Female,None
People Like Us,Michelle Pfeiffer,Lillian,Female,USA
People Like Us,Olivia Wilde,Hannah,Female,USA
People Like Us,Sara Mornell,Dr. Amanda,Female,None
People Like Us,Abhi Sinha,Manager,Male,India
People Like Us,Chris Pine,Sam,Male,USA
People Like Us,David Burrus,Derek,Male,None
People Like Us,Dean Chekvala,Jerry,Male,None
People Like Us,Devin Brochu,Simon,Male,None
People Like Us,Joseph Wise,Danny,Male,None
People Like Us,Mark Duplass,Ted,Male,USA
People Like Us,Michael Hall D'Addario,Josh,Male,None
People Like Us,Philip Baker Hall,Ike Rafferty,Male,USA
Percy Jackson & the Olympians: The Lightning Thief,Alexandra Daddario,Annabeth,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Bonita Friedericy,Hysterical Woman,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Catherine Keener,Sally Jackson,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Melina Kanakaredes,Athena,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Rosario Dawson,Persephone,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Uma Thurman,Medusa,Female,USA
Percy Jackson & the Olympians: The Lightning Thief,Brandon T. Jackson,Grover,Male,USA
Percy Jackson & the Olympians: The Lightning Thief,Jake Abel,Luke,Male,USA
Percy Jackson & the Olympians: The Lightning Thief,Joe Pantoliano,Gabe Ugliano,Male,USA
Percy Jackson & the Olympians: The Lightning Thief,Julian Richings,Ferryman,Male,UK
Percy Jackson & the Olympians: The Lightning Thief,Kevin Mckidd,Poseidon,Male,UK
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,Percy Jackson,Male,USA
Percy Jackson & the Olympians: The Lightning Thief,Pierce Brosnan,Mr. Brunner /              Chiron,Male,Ireland
Percy Jackson & the Olympians: The Lightning Thief,Sean Bean,Zeus,Male,UK
Percy Jackson & the Olympians: The Lightning Thief,Steve Coogan,Hades,Male,UK
Percy Jackson: Sea of Monsters,Alexandra Daddario,Annabeth,Female,USA
Percy Jackson: Sea of Monsters,Alisha Newton,Young Annabeth,Female,Canada
Percy Jackson: Sea of Monsters,Katelyn Mager,Young Thalia,Female,None
Percy Jackson: Sea of Monsters,Leven Rambin,Clarisse,Female,USA
Percy Jackson: Sea of Monsters,Paloma Kwiatkowski,Thalia,Female,Canada
Percy Jackson: Sea of Monsters,Anthony Head,Chiron       (as Anthony Stewart Head),Male,UK
Percy Jackson: Sea of Monsters,Bjorn Yearwood,Young Grover,Male,None
Percy Jackson: Sea of Monsters,Brandon T. Jackson,Grover,Male,USA
Percy Jackson: Sea of Monsters,Connor Dunn,Tereus,Male,None
Percy Jackson: Sea of Monsters,Douglas Smith,Tyson,Male,Canada
Percy Jackson: Sea of Monsters,Jake Abel,Luke,Male,USA
Percy Jackson: Sea of Monsters,Logan Lerman,Percy Jackson,Male,USA
Percy Jackson: Sea of Monsters,Nathan Fillion,Hermes,Male,Canada
Percy Jackson: Sea of Monsters,Samuel Braun,Young Luke,Male,None
Percy Jackson: Sea of Monsters,Stanley Tucci,Mr. D,Male,USA
Perfect Stranger,Amara Zaragoza,Bethany       (as Tamara Feldman),Female,USA
Perfect Stranger,Clea Lewis,Gina,Female,USA
Perfect Stranger,Daniella Van Graas,Josie,Female,Netherlands
Perfect Stranger,Florencia Lozano,Lieutenant Tejada,Female,USA
Perfect Stranger,Halle Berry,Rowena Price,Female,USA
Perfect Stranger,Kathleen Chalfant,Elizabeth Clayton,Female,USA
Perfect Stranger,Nicki Aycox,Grace,Female,USA
Perfect Stranger,Patti D'Arbanville,Esmeralda,Female,USA
Perfect Stranger,Paula Miranda,Mia Hill,Female,None
Perfect Stranger,Bruce Willis,Harrison Hill,Male,Germany
Perfect Stranger,Gary Dourdan,Cameron,Male,USA
Perfect Stranger,Gerry Becker,Jon Kirshenbaum,Male,USA
Perfect Stranger,Giovanni Ribisi,Miles Haley,Male,USA
Perfect Stranger,Gordon Macdonald,Senator Sachs,Male,None
Perfect Stranger,Richard Portnow,Narron,Male,USA
Pete's Dragon,Augustine Frizzell,Mrs. Swanberg,Female,None
Pete's Dragon,Bryce Dallas Howard,Grace,Female,USA
Pete's Dragon,Jade Valour,Nurse Merriwether,Female,None
Pete's Dragon,Keagan Carr Fransch,Doctor Marquez,Female,None
Pete's Dragon,Oona Laurence,Natalie,Female,USA
Pete's Dragon,Aaron Jackson,Abner,Male,USA
Pete's Dragon,Francis Biggs,Mr. Swanberg,Male,None
Pete's Dragon,Isiah Whitlock Jr.,Sheriff Gene Dentler       (as Isiah Whitlock),Male,USA
Pete's Dragon,Karl Urban,Gavin,Male,New Zealand
Pete's Dragon,Marcus Henderson,Woodrow,Male,None
Pete's Dragon,Oakes Fegley,Pete,Male,None
Pete's Dragon,Phil Grieve,Bobby,Male,None
Pete's Dragon,Robert Redford,Meacham,Male,USA
Pete's Dragon,Steve Barr,Deputy Smalls,Male,None
Pete's Dragon,Wes Bentley,Jack,Male,USA
Philomena,Amy Mcallister,Sister Anunciata,Female,None
Philomena,Anna Maxwell Martin,Jane,Female,UK
Philomena,Barbara Jefford,Sister Hildegarde,Female,UK
Philomena,Cathy Belton,Sister Claire,Female,None
Philomena,Judi Dench,Philomena,Female,UK
Philomena,Kate Fleetwood,Young Sister Hildegarde,Female,UK
Philomena,Mare Winningham,Mary,Female,USA
Philomena,Michelle Fairley,Sally Mitchell,Female,UK
Philomena,Ruth Mccabe,Mother Barbara,Female,None
Philomena,Sophie Kennedy Clark,Young Philomena,Female,UK
Philomena,Wunmi Mosaku,Young Nun,Female,Nigeria
Philomena,Charlie Murphy,Kathleen,Male,USA
Philomena,Peter Hermann,Pete Olsson,Male,USA
Philomena,Sean Mahon,Michael,Male,None
Philomena,Steve Coogan,Martin Sixsmith,Male,UK
Phoenix Forgotten,Ana Dela Cruz,Luisa,Female,None
Phoenix Forgotten,Chelsea Lopez,Ashley Foster,Female,None
Phoenix Forgotten,Cyd Strittmatter,Caroline,Female,None
Phoenix Forgotten,Florence Hartigan,Sophie,Female,None
Phoenix Forgotten,Jeanine Jackson,Melissa,Female,None
Phoenix Forgotten,Mackenzie Firgens,Newscaster,Female,USA
Phoenix Forgotten,Don Boyd,Phoenix Astronomical Society,male,UK
Phoenix Forgotten,Don Boyd,Phoenix Astronomical Society,male,UK
Phoenix Forgotten,Clint Jordan,Steve,Male,None
Phoenix Forgotten,Jay Pirouznia,Private Investigator,Male,None
Phoenix Forgotten,Justin Matthews,Mark Abrams,Male,None
Phoenix Forgotten,Luke Spencer Roberts,Josh Bishop,Male,None
Phoenix Forgotten,Marc Marron,Phoenix Astronomical Society,Male,USA
Phoenix Forgotten,Matt Biedel,Dan,Male,None
Phoenix Forgotten,Tony Duncan,Apache Storyteller,Male,None
Pineapple Express,Amber Heard,Angie Anderson,Female,USA
Pineapple Express,Cleo King,Police Liaison Officer,Female,USA
Pineapple Express,Nora Dunn,Shannon,Female,USA
Pineapple Express,Rosie Perez,Carol /              Female Cop,Female,USA
Pineapple Express,Arthur Napiontek,Clark,Male,USA
Pineapple Express,Bill Hader,Private Miller,Male,USA
Pineapple Express,Craig Robinson,Matheson,Male,USA
Pineapple Express,Danny Mcbride,Red,Male,USA
Pineapple Express,Ed Begley Jr.,Robert,Male,USA
Pineapple Express,Gary Cole,Ted Jones,Male,USA
Pineapple Express,James Franco,Saul Silver,Male,USA
Pineapple Express,James Remar,General Bratt,Male,USA
Pineapple Express,Joe Lo Truglio,Mr. Edwards,Male,USA
Pineapple Express,Kevin Corrigan,Budlofsky,Male,USA
Pineapple Express,Seth Rogen,Dale Denton,Male,Canada
Piranha 3D,Brooklynn Proulx,Laura Forester,Female,Canada
Piranha 3D,Dina Meyer,Paula,Female,USA
Piranha 3D,Elisabeth Shue,Julie Forester,Female,USA
Piranha 3D,Jessica Szohr,Kelly,Female,USA
Piranha 3D,Kelly Brook,Danni,Female,UK
Piranha 3D,Riley Steele,Crystal,Female,USA
Piranha 3D,Adam Scott,Novak,Male,USA
Piranha 3D,Christopher Lloyd,Mr. Carl Goodman,Male,USA
Piranha 3D,Eli Roth,Wet T-Shirt Host,Male,USA
Piranha 3D,Jerry O'Connell,Derrick Jones,Male,USA
Piranha 3D,Paul Scheer,Andrew,Male,USA
Piranha 3D,Ricardo Chavira,Sam,Male,USA
Piranha 3D,Richard Dreyfuss,Matt Boyd,Male,USA
Piranha 3D,Steven R. Mcqueen,Jake Forester,Male,USA
Piranha 3D,Ving Rhames,Deputy Fallon,Male,USA
Pirates of the Caribbean: At World's End,Keira Knightley,Elizabeth Swann,Female,UK
Pirates of the Caribbean: At World's End,Naomie Harris,Tia Dalma,Female,UK
Pirates of the Caribbean: At World's End,Bill Nighy,Davy Jones,Male,UK
Pirates of the Caribbean: At World's End,David Bailie,Cotton,Male,South Africa
Pirates of the Caribbean: At World's End,Geoffrey Rush,Captain Hector Barbossa,Male,Australia
Pirates of the Caribbean: At World's End,Jack Davenport,Norrington,Male,UK
Pirates of the Caribbean: At World's End,Johnny Depp,Jack Sparrow,Male,USA
Pirates of the Caribbean: At World's End,Jonathan Pryce,Governor Weatherby Swann,Male,UK
Pirates of the Caribbean: At World's End,Kevin Mcnally,Gibbs       (as Kevin R. McNally),Male,UK
Pirates of the Caribbean: At World's End,Lee Arenberg,Pintel,Male,USA
Pirates of the Caribbean: At World's End,Mackenzie Crook,Ragetti,Male,UK
Pirates of the Caribbean: At World's End,Martin Klebba,Marty,Male,USA
Pirates of the Caribbean: At World's End,Orlando Bloom,Will Turner,Male,UK
Pirates of the Caribbean: At World's End,Stellan Skarsgard,Bootstrap Bill,Male,None
Pirates of the Caribbean: At World's End,Tom Hollander,Cutler Beckett,Male,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Golshifteh Farahani,Shansa,Female,Iran
Pirates of the Caribbean: Dead Men Tell No Tales,Kaya Scodelario,Carina Smyth,Female,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Keira Knightley,Elizabeth Swann,Female,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Adam Brown,Cremble,Male,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Angus Barnett,Mullroy,Male,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Brenton Thwaites,Henry Turner,Male,Australia
Pirates of the Caribbean: Dead Men Tell No Tales,David Wenham,Scarfield,Male,Australia
Pirates of the Caribbean: Dead Men Tell No Tales,Geoffrey Rush,Captain Hector Barbossa,Male,Australia
Pirates of the Caribbean: Dead Men Tell No Tales,Giles New,Murtogg,Male,None
Pirates of the Caribbean: Dead Men Tell No Tales,Javier Bardem,Captain Salazar,Male,Spain
Pirates of the Caribbean: Dead Men Tell No Tales,Johnny Depp,Captain Jack Sparrow,Male,USA
Pirates of the Caribbean: Dead Men Tell No Tales,Kevin Mcnally,Gibbs       (as Kevin R. McNally),Male,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Martin Klebba,Marty,Male,USA
Pirates of the Caribbean: Dead Men Tell No Tales,Orlando Bloom,Will Turner,Male,UK
Pirates of the Caribbean: Dead Men Tell No Tales,Stephen Graham,Scrum,Male,UK
Pirates of the Caribbean: On Stranger Tides,Astrid Berges-Frisbey,Syrena,Female,Spain
Pirates of the Caribbean: On Stranger Tides,Pen Elope Cruz,Angelica,Female,Spain
Pirates of the Caribbean: On Stranger Tides,Anton Lesser,Lord John Carteret,Male,UK
Pirates of the Caribbean: On Stranger Tides,Damian O'Hare,Gillette,Male,UK
Pirates of the Caribbean: On Stranger Tides,Escar Jaenada,The Spaniard,Male,Spain
Pirates of the Caribbean: On Stranger Tides,Geoffrey Rush,Barbossa,Male,Australia
Pirates of the Caribbean: On Stranger Tides,Ian Mcshane,Blackbeard,Male,UK
Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Jack Sparrow,Male,USA
Pirates of the Caribbean: On Stranger Tides,Jonny Rees,Groves       (as Greg Ellis),Male,UK
Pirates of the Caribbean: On Stranger Tides,Keith Richards,Captain Teague,Male,UK
Pirates of the Caribbean: On Stranger Tides,Kevin Mcnally,Gibbs,Male,UK
Pirates of the Caribbean: On Stranger Tides,Richard Griffiths,King George,Male,UK
Pirates of the Caribbean: On Stranger Tides,Roger Allam,Prime Minister Henry Pelham,Male,UK
Pirates of the Caribbean: On Stranger Tides,Sam Claflin,Philip,Male,UK
Pirates of the Caribbean: On Stranger Tides,Stephen Graham,Scrum,Male,UK
Pitch Perfect,Alexis Knapp,Stacie,Female,USA
Pitch Perfect,Anna Camp,Aubrey,Female,USA
Pitch Perfect,Anna Kendrick,Beca,Female,USA
Pitch Perfect,Brittany Snow,Chloe,Female,USA
Pitch Perfect,Caroline Fourmy,Mary Elise,Female,None
Pitch Perfect,Ester Dean,Cynthia Rose,Female,None
Pitch Perfect,Hana Mae Lee,Lilly,Female,USA
Pitch Perfect,Kelley Jakle,Jessica       (as Kelley Alice Jakle),Female,USA
