Movie,Actor,Character,Gender,Country
The Grey,Peter Girges,Company Clerk,Male,None
The Guilt Trip,Barbra Streisand,Joyce Brewster,Female,USA
The Guilt Trip,Julene Renee,K-Mart Receptionist       (as Julene Renee-Preciado),Female,None
The Guilt Trip,Kathy Najimy,Gayle,Female,USA
The Guilt Trip,Miriam Margolyes,Anita,Female,UK
The Guilt Trip,Rose Abdoo,Diana,Female,USA
The Guilt Trip,Vicki Goldsmith,Young Joyce,Female,USA
The Guilt Trip,Vivian Vanderwerd,Mature Singles Woman,Female,None
The Guilt Trip,Zabryna Guevara,K-Mart Executive,Female,None
The Guilt Trip,John Funk,K-Mart Executive,Male,None
The Guilt Trip,Joseph Levinson,Toddler Andy,Male,None
The Guilt Trip,Matthew Levinson,Toddler Andy,Male,None
The Guilt Trip,Robert Curtis Brown,K-Mart Executive,Male,USA
The Guilt Trip,Seth Rogen,Andrew Brewster,Male,Canada
The Guilt Trip,Tom Virtue,Mature Singles Man,Male,USA
The Guilt Trip,Worth Howe,Bob,Male,None
The Gunman,Jasmine Trinca,Annie,Female,Italy
The Gunman,Rachel Lascar,Camille,Female,France
The Gunman,Ade,Eugene       (as Ade Oyefeso),Male,None
The Gunman,Alejandro Talavante,Bullfighter,Male,None
The Gunman,Amara Tunkara,Village Boy,Male,None
The Gunman,Billy Billingham,Reed       (as Sir Billy Billingham),Male,None
The Gunman,Daniel Adegboyega,Bryson,Male,None
The Gunman,Florian Barisey,Village Boy,Male,None
The Gunman,Idris Elba,Barnes,Male,UK
The Gunman,Ismael Tunkara,Village Boy,Male,None
The Gunman,Javier Bardem,Felix,Male,Spain
The Gunman,Mark Rylance,Terrance Cox,Male,UK
The Gunman,Peter Franz En,Reiniger       (as Peter Franzen),Male,Finland
The Gunman,Ray Winstone,Stanley,Male,UK
The Gunman,Sean Penn,Terrier,Male,USA
The Hangover,Cleo King,Officer Garden,Female,USA
The Hangover,Heather Graham,Jade,Female,USA
The Hangover,Rachael Harris,Melissa,Female,USA
The Hangover,Sasha Barrese,Tracy,Female,USA
The Hangover,Bradley Cooper,Phil,Male,USA
The Hangover,Bryan Callen,Eddie,Male,Philippines
The Hangover,Ed Helms,Stu,Male,USA
The Hangover,Jeffrey Tambor,Sid,Male,USA
The Hangover,Jernard Burks,Leonard,Male,None
The Hangover,Justin Bartha,Doug,Male,USA
The Hangover,Ken Jeong,Mr. Chow,Male,USA
The Hangover,Mike Epps,Black Doug,Male,USA
The Hangover,Mike Tyson,Mike Tyson,Male,USA
The Hangover,Rob Riggle,Officer Franklin,Male,USA
The Hangover,Zach Galifianakis,Alan,Male,USA
The Hangover Part II,Gillian Vigman,Stephanie,Female,USA
The Hangover Part II,Jamie Chung,Lauren,Female,USA
The Hangover Part II,Sasha Barrese,Tracy,Female,USA
The Hangover Part II,Yasmin Lee,Kimmy,Female,Thailand
The Hangover Part II,Aroon Seeboonruang,Monk,Male,None
The Hangover Part II,Bradley Cooper,Phil,Male,USA
The Hangover Part II,Ed Helms,Stu,Male,USA
The Hangover Part II,Jeffrey Tambor,Sid Garner,Male,USA
The Hangover Part II,Justin Bartha,Doug,Male,USA
The Hangover Part II,Ken Jeong,Mr. Chow,Male,USA
The Hangover Part II,Mason Lee,Teddy,Male,USA
The Hangover Part II,Mike Tyson,Mike Tyson,Male,USA
The Hangover Part II,Nirut Sirichanya,Fohn,Male,None
The Hangover Part II,Paul Giamatti,Kingsley,Male,USA
The Hangover Part II,Zach Galifianakis,Alan,Male,USA
The Hangover Part III,Gillian Vigman,Stephanie,Female,USA
The Hangover Part III,Heather Graham,Jade,Female,USA
The Hangover Part III,Jamie Chung,Lauren,Female,USA
The Hangover Part III,Melissa Mccarthy,Cassie,Female,USA
The Hangover Part III,Sasha Barrese,Tracy,Female,USA
The Hangover Part III,Sondra Currie,Linda,Female,USA
The Hangover Part III,Bradley Cooper,Phil,Male,USA
The Hangover Part III,Ed Helms,Stu,Male,USA
The Hangover Part III,Jeffrey Tambor,Sid,Male,USA
The Hangover Part III,John Goodman,Marshall,Male,USA
The Hangover Part III,Justin Bartha,Doug,Male,USA
The Hangover Part III,Ken Jeong,Mr. Chow,Male,USA
The Hangover Part III,Mike Epps,Black Doug,Male,USA
The Hangover Part III,Oliver Cooper,Pharmacy Assistant,Male,None
The Hangover Part III,Zach Galifianakis,Alan,Male,USA
The Happening,Alison Folland,Woman Reading on Bench with Hair Pin,Female,USA
The Happening,Ashlyn Sanchez,Jess,Female,USA
The Happening,Betty Buckley,Mrs. Jones,Female,USA
The Happening,Kristen Connolly,Woman Reading on Bench,Female,USA
The Happening,Victoria Clark,Nursery Owner's Wife,Female,USA
The Happening,Zooey Deschanel,Alma Moore,Female,USA
The Happening,M. Night Shyamalan,Joey       (voice),male,france
The Happening,Alan Ruck,Principal,Male,USA
The Happening,Cornell Womack,Construction Foreman,Male,None
The Happening,Frank Collison,Nursery Owner,Male,USA
The Happening,Jeremy Strong,Private Auster,Male,None
The Happening,John Leguizamo,Julian,Male,None
The Happening,Mark Wahlberg,Elliot Moore,Male,USA
The Happening,Robert Bailey Jr.,Jared,Male,None
The Happening,Spencer Breslin,Josh,Male,USA
The Hateful Eight,Dana Gourrier,Minnie Mink,Female,None
The Hateful Eight,Jennifer Jason Leigh,Daisy Domergue,Female,USA
The Hateful Eight,Zoe Bell,Six-Horse Judy,Female,New Zealand
The Hateful Eight,Bruce Dern,General Sandy Smithers,Male,USA
The Hateful Eight,Craig Stark,Chester Charles Smithers,Male,None
The Hateful Eight,Demian Bichir,Bob       (as Demian Bichir),Male,Mexico
The Hateful Eight,Gene Jones,Sweet Dave,Male,None
The Hateful Eight,James Parks,O.B.,Male,USA
The Hateful Eight,Keith Jefferson,Charly,Male,USA
The Hateful Eight,Kurt Russell,John Ruth,Male,USA
The Hateful Eight,Lee Horsley,Ed,Male,USA
The Hateful Eight,Michael Madsen,Joe Gage,Male,USA
The Hateful Eight,Samuel L. Jackson,Major Marquis Warren,Male,USA
The Hateful Eight,Tim Roth,Oswaldo Mobray,Male,UK
The Hateful Eight,Walton Goggins,Sheriff Chris Mannix,Male,USA
The Haunting in Connecticut,Adriana O'Neil,Chemo Nurse,Female,None
The Haunting in Connecticut,Amanda Crew,Wendy,Female,Canada
The Haunting in Connecticut,Sophi Knight,Mary,Female,None
The Haunting in Connecticut,Virginia Madsen,Sara Campbell,Female,USA
The Haunting in Connecticut,D.W. Brown,Dr. Brooks,Male,USA
The Haunting in Connecticut,Darren Ross,Paramedic #1,Male,USA
The Haunting in Connecticut,Elias Koteas,Reverend Popescu,Male,Canada
The Haunting in Connecticut,Erik J. Berg,Jonah       (as Erik Berg),Male,Canada
The Haunting in Connecticut,James Durham,Matt's Cell Mate,Male,Canada
The Haunting in Connecticut,John B. Lowe,Mr. Sinclair,Male,None
The Haunting in Connecticut,John Bluethner,Ramsey Aickman,Male,None
The Haunting in Connecticut,Kyle Gallner,Matt Campbell,Male,USA
The Haunting in Connecticut,Martin Donovan,Peter Campbell,Male,USA
The Haunting in Connecticut,Ty Wood,Billy Campbell,Male,Canada
The Haunting in Connecticut,Will Woytowich,Cop,Male,Canada
The Heartbreak Kid,Amy Sloan,Deborah,Female,Canada
The Heartbreak Kid,Lauren Bowles,Tammy,Female,USA
The Heartbreak Kid,Malin Akerman,Lila,Female,None
The Heartbreak Kid,Michelle Monaghan,Miranda,Female,USA
The Heartbreak Kid,Polly Holliday,Beryl,Female,USA
The Heartbreak Kid,Stephanie Courtney,Gayla,Female,USA
The Heartbreak Kid,Ben Stiller,Eddie,Male,USA
The Heartbreak Kid,Carlos Mencia,Tito,Male,Honduras
The Heartbreak Kid,Danny Mcbride,Martin,Male,USA
The Heartbreak Kid,Jerry Sherman,Grandpa Anderson,Male,None
The Heartbreak Kid,Jerry Stiller,Doc,Male,USA
The Heartbreak Kid,Nicholas Kromka,12 Year Old Twin,Male,None
The Heartbreak Kid,Rob Corddry,Mac,Male,USA
The Heartbreak Kid,Roy Jenkins,Buzz,Male,None
The Heartbreak Kid,Scott Wilson,Boo,Male,USA
The Heat,Jane Curtin,Mrs. Mullins,Female,USA
The Heat,Melissa Mccarthy,Mullins,Female,USA
The Heat,Sandra Bullock,Ashburn,Female,USA
The Heat,Cary 'Big Shug' Guy,Tough Guy #2,Male,None
The Heat,Dan Bakkedahl,Craig,Male,USA
The Heat,Demian Bichir,Hale       (as Demian Bichir),Male,Mexico
The Heat,John Ross Bowie,NY Agent,Male,USA
The Heat,Marlon Wayans,Levy,Male,USA
The Heat,Michael Mcdonald,Julian,Male,USA
The Heat,Michael Rapaport,Jason Mullins,Male,USA
The Heat,Peter Weireter,SWAT Team Leader,Male,None
The Heat,Spoken Reasons,Rojas,Male,USA
The Heat,Taran Killam,Adam,Male,USA
The Heat,Thomas F. Wilson,Captain Woods       (as Tom Wilson),Male,USA
The Heat,William Xifaras,Tough Guy #1,Male,None
The Help,Ahna O'Reilly,Elizabeth Leefolt,Female,USA
The Help,Allison Janney,Charlotte Phelan,Female,USA
The Help,Anna Camp,Jolene French,Female,USA
The Help,Bryce Dallas Howard,Hilly Holbrook,Female,USA
The Help,Cicely Tyson,Constantine Jefferson,Female,USA
The Help,Eleanor Henry,Mae Mobley,Female,None
The Help,Emma Henry,Mae Mobley,Female,None
The Help,Emma Stone,Skeeter Phelan,Female,USA
The Help,Jessica Chastain,Celia Foote,Female,USA
The Help,Octavia Spencer,Minny Jackson,Female,USA
The Help,Sissy Spacek,Missus Walters,Female,USA
The Help,Viola Davis,Aibileen Clark,Female,USA
The Help,Brian Kerwin,Robert Phelan,Male,USA
The Help,Chris Lowell,Stuart Whitworth,Male,USA
The Help,Mike Vogel,Johnny Foote,Male,USA
The Hero,Ali Wong,Ali Wong,Female,USA
The Hero,Andy Allo,Bartender,Female,None
The Hero,Cameron Esposito,Cameron Esposito,Female,USA
The Hero,Jackie Joyner,Betsy,Female,None
The Hero,Katharine Ross,Valarie Hayden,Female,USA
The Hero,Krysten Ritter,Lucy Hayden,Female,USA
The Hero,Laura Prepon,Charlotte Dylan,Female,USA
The Hero,Linda Lee Mcbride,Linda,Female,None
The Hero,Patrika Darbo,Diane,Female,USA
The Hero,Christopher May,Director,Male,None
The Hero,Doug Cox,Doctor,Male,None
The Hero,Frank Collison,Man in Dream,Male,USA
The Hero,Max Gail,Gary Babcock,Male,USA
The Hero,Nick Offerman,Jeremy Frost,Male,USA
The Hero,Sam Elliott,Lee Hayden,Male,USA
The Hills Have Eyes II,C Ecile Breccia,Pregnant Woman,Female,None
The Hills Have Eyes II,Daniella Alonso,Missy,Female,USA
The Hills Have Eyes II,Jessica Stroup,Amber,Female,USA
The Hills Have Eyes II,Archie Kao,Han,Male,USA
The Hills Have Eyes II,Ben Crowley,Stump,Male,USA
The Hills Have Eyes II,David Reynolds,Hansel,Male,None
The Hills Have Eyes II,Eric Edelstein,Spitter,Male,USA
The Hills Have Eyes II,Jacob Vargas,Crank,Male,Mexico
The Hills Have Eyes II,Jay Acovone,Wilson,Male,USA
The Hills Have Eyes II,Jeff Kober,Redding,Male,USA
The Hills Have Eyes II,Joseph Beddelem,Insurgent,Male,None
The Hills Have Eyes II,Lee Thompson Young,Delmar,Male,USA
The Hills Have Eyes II,Michael Bailey Smith,Papa Hades,Male,USA
The Hills Have Eyes II,Philip Pavel,Foster,Male,USA
The Hills Have Eyes II,Tyrell Kemlo,Stabber,Male,None
The Hitcher,Lauren Cohn,Marlene,Female,USA
The Hitcher,Sophia Bush,Grace Andrews,Female,USA
The Hitcher,Yara Martinez,Beth,Female,Puerto Rico
The Hitcher,Brad Robinson,Correctional Officer,male,None
The Hitcher,Joe Self,Transport Guard #1       (as Joseph Michael Self),male,None
The Hitcher,Danny Bolero,Officer Edwards,Male,None
The Hitcher,Jeffrey Hutchinson,Young Father,Male,None
The Hitcher,Kurt Grossi,Officer Franklin,Male,None
The Hitcher,Kyle Davis,Buford's Store Clerk,Male,USA
The Hitcher,Michael J. Fisher,Transport Guard #2       (as Mike Fisher),Male,USA
The Hitcher,Neal Mcdonough,Lt. Esteridge,Male,USA
The Hitcher,Sean Bean,John Ryder,Male,UK
The Hitcher,Skip O'Brien,Sheriff Harlan Bremmer Sr.,Male,USA
The Hitcher,Travis Schuldt,Deputy Harlan Bremmer Jr.,Male,USA
The Hitcher,Zachary Knighton,Jim Halsey,Male,USA
The Hitman's Bodyguard,Elodie Yung,Amelia Roussel,Female,France
The Hitman's Bodyguard,Georgie Glen,ICC Lead Judge,Female,None
The Hitman's Bodyguard,Nadia Konakchieva,Mrs. Asimov,Female,None
The Hitman's Bodyguard,Noortje Herlaar,ICC Court Clerk,Female,Netherlands
The Hitman's Bodyguard,Ralitsa Vassileva,Newscaster,Female,None
The Hitman's Bodyguard,Barry Atsma,Moreno,Male,UK
The Hitman's Bodyguard,Gary Oldman,Vladislav Dukhovich,Male,UK
The Hitman's Bodyguard,Michael Gor,Livitin,Male,Russia
The Hitman's Bodyguard,Richard E. Grant,Seifert,Male,Swaziland
The Hitman's Bodyguard,Rod Hallett,Professor Asimov,Male,None
The Hitman's Bodyguard,Roy Hill,Helicopter Pilot /              Newscaster,Male,USA
The Hitman's Bodyguard,Ryan Reynolds,Michael Bryce,Male,Canada
The Hitman's Bodyguard,Tsuwayuki Saotome,Kurosawa,Male,None
The Hitman's Bodyguard,Valentin Stojanov,Petr Asimov Jr.,Male,None
The Hitman's Bodyguard,Yuri Kolokolnikov,Ivan,Male,Russia
The Hobbit: An Unexpected Journey,Adam Brown,Ori,Male,UK
The Hobbit: An Unexpected Journey,Aidan Turner,Kili,Male,Ireland
The Hobbit: An Unexpected Journey,Dean O'Gorman,Fili,Male,New Zealand
The Hobbit: An Unexpected Journey,Graham Mctavish,Dwalin,Male,UK
The Hobbit: An Unexpected Journey,Ian Mckellen,Gandalf,Male,UK
The Hobbit: An Unexpected Journey,James Nesbitt,Bofur,Male,UK
The Hobbit: An Unexpected Journey,Jed Brophy,Nori,Male,None
The Hobbit: An Unexpected Journey,John Callen,Oin,Male,None
The Hobbit: An Unexpected Journey,Ken Stott,Balin,Male,UK
The Hobbit: An Unexpected Journey,Mark Hadlow,Dori /              Bert Troll,Male,New Zealand
The Hobbit: An Unexpected Journey,Martin Freeman,Bilbo,Male,UK
The Hobbit: An Unexpected Journey,Peter Hambleton,Gloin /              William Troll,Male,None
The Hobbit: An Unexpected Journey,Richard Armitage,Thorin,Male,UK
The Hobbit: An Unexpected Journey,Stephen Hunter,Bombur,Male,None
The Hobbit: An Unexpected Journey,William Kircher,Bifur /              Tom Troll,Male,None
The Hobbit: The Battle of the Five Armies,Adam Brown,Ori,Male,UK
The Hobbit: The Battle of the Five Armies,Aidan Turner,Kili,Male,Ireland
The Hobbit: The Battle of the Five Armies,Dean O'Gorman,Fili,Male,New Zealand
The Hobbit: The Battle of the Five Armies,Graham Mctavish,Dwalin,Male,UK
The Hobbit: The Battle of the Five Armies,Ian Mckellen,Gandalf,Male,UK
The Hobbit: The Battle of the Five Armies,James Nesbitt,Bofur,Male,UK
The Hobbit: The Battle of the Five Armies,Jed Brophy,Nori,Male,None
The Hobbit: The Battle of the Five Armies,John Callen,Oin,Male,None
The Hobbit: The Battle of the Five Armies,Ken Stott,Balin,Male,UK
The Hobbit: The Battle of the Five Armies,Mark Hadlow,Dori,Male,New Zealand
The Hobbit: The Battle of the Five Armies,Martin Freeman,Bilbo Baggins,Male,UK
The Hobbit: The Battle of the Five Armies,Peter Hambleton,Gloin,Male,None
The Hobbit: The Battle of the Five Armies,Richard Armitage,Thorin,Male,UK
The Hobbit: The Battle of the Five Armies,Stephen Hunter,Bombur,Male,None
The Hobbit: The Battle of the Five Armies,William Kircher,Bifur,Male,None
The Hobbit: The Desolation of Smaug,Adam Brown,Ori,Male,UK
The Hobbit: The Desolation of Smaug,Aidan Turner,Kili,Male,Ireland
The Hobbit: The Desolation of Smaug,Dean O'Gorman,Fili,Male,New Zealand
The Hobbit: The Desolation of Smaug,Graham Mctavish,Dwalin,Male,UK
The Hobbit: The Desolation of Smaug,Ian Mckellen,Gandalf,Male,UK
The Hobbit: The Desolation of Smaug,James Nesbitt,Bofur,Male,UK
The Hobbit: The Desolation of Smaug,Jed Brophy,Nori,Male,None
The Hobbit: The Desolation of Smaug,John Callen,Oin,Male,None
The Hobbit: The Desolation of Smaug,Ken Stott,Balin,Male,UK
The Hobbit: The Desolation of Smaug,Mark Hadlow,Dori,Male,New Zealand
The Hobbit: The Desolation of Smaug,Martin Freeman,Bilbo,Male,UK
The Hobbit: The Desolation of Smaug,Peter Hambleton,Gloin,Male,None
The Hobbit: The Desolation of Smaug,Richard Armitage,Thorin,Male,UK
The Hobbit: The Desolation of Smaug,Stephen Hunter,Bombur,Male,None
The Hobbit: The Desolation of Smaug,William Kircher,Bifur,Male,None
The Host,Diane Kruger,The Seeker /              Lacey,Female,Germany
The Host,Jhil Mcentyre,Soul Lake,Female,None
The Host,Rachel Roberts,Soul Fleur,Female,Canada
The Host,Saoirse Ronan,Melanie Stryder /              Wanda,Female,USA
The Host,Brent Wendell Williams,Soul Winters,Male,None
The Host,Chandler Canterbury,Jamie,Male,USA
The Host,J.D. Evermore,Trevor Stryder,Male,USA
The Host,Jalen Coleman,Soul Nafisa,Male,None
The Host,Jaylen Moore,Seeker Song,Male,None
The Host,Marcus Lyle Brown,Healer Fords,Male,None
The Host,Michael L. Parker,Seeker Wolfe       (as Michael Parker),Male,None
The Host,Phil Austin,Seeker Waverley,Male,None
The Host,Shyaam Karra,Soul Anshu,Male,None
The Host,Stephen Conroy,Seeker Sands,Male,None
The Host,Stephen Rider,Seeker Reed,Male,None
The House,Allison Tolman,Dawn,Female,USA
The House,Amy Poehler,Kate Johansen,Female,USA
The House,Christina Offley,Davida,Female,None
The House,Gillian Vigman,Becky,Female,USA
The House,Jessie Ennis,Rachel,Female,None
The House,Lennon Parham,Martha,Female,None
The House,Michaela Watkins,Raina,Female,USA
The House,Ryan Simpkins,Alex Johansen,Female,USA
The House,Cedric Yarbrough,Reggie,Male,USA
The House,Jason Mantzoukas,Frank,Male,USA
The House,Kyle Kinane,Garvey,Male,None
The House,Nick Kroll,Bob,Male,USA
The House,Rob Huebel,Officer Chandler,Male,USA
The House,Rory Scovel,Joe,Male,None
The House,Will Ferrell,Scott Johansen,Male,USA
The House Bunny,Kimberly Makkouk,Tanya,female,None
The House Bunny,Anna Faris,Shelley Darlingson,Female,USA
The House Bunny,Beverly D'Angelo,Mrs. Hagstrom,Female,USA
The House Bunny,Dana Goodman,Carrie Mae,Female,None
The House Bunny,Emma Stone,Natalie,Female,USA
The House Bunny,Kat Dennings,Mona,Female,USA
The House Bunny,Katharine Mcphee,Harmony,Female,USA
The House Bunny,Kiely Williams,Lilly,Female,USA
The House Bunny,Monet Mazur,Cassandra,Female,USA
The House Bunny,Rumer Willis,Joanne,Female,USA
The House Bunny,Sarah Wright,Ashley,Female,USA
The House Bunny,Christopher Mcdonald,Dean Simmons,Male,USA
The House Bunny,Colin Hanks,Oliver,Male,USA
The House Bunny,Hugh Hefner,Himself,Male,USA
The House Bunny,Tyson Ritter,Colby,Male,USA
The Hundred-Foot Journey,Aria Pandya,Aisha,Female,None
The Hundred-Foot Journey,Charlotte Le Bon,Marguerite,Female,Canada
The Hundred-Foot Journey,Farzana Dua Elahe,Mahira,Female,None
The Hundred-Foot Journey,Helen Mirren,Madame Mallory,Female,UK
The Hundred-Foot Journey,Juhi Chawla,Mama,Female,India
The Hundred-Foot Journey,Shuna Lemoine,Mayor's Wife,Female,None
The Hundred-Foot Journey,Alban Aumard,Marcel,Male,None
The Hundred-Foot Journey,Amit Shah,Mansur,Male,UK
The Hundred-Foot Journey,Antoine Blanquefort,Thomas,Male,None
The Hundred-Foot Journey,Cl Ement Sibony,Jean-Pierre,Male,France
The Hundred-Foot Journey,Dillon Mitra,Mukthar,Male,None
The Hundred-Foot Journey,Manish Dayal,Hassan,Male,USA
The Hundred-Foot Journey,Michel Blanc,Mayor,Male,France
The Hundred-Foot Journey,Om Puri,Papa,Male,India
The Hundred-Foot Journey,Vincent Elbaz,Paul,Male,France
The Hunger Games,Elizabeth Banks,Effie Trinket,Female,USA
The Hunger Games,Jennifer Lawrence,Katniss Everdeen,Female,USA
The Hunger Games,Paula Malcomson,Katniss' Mother,Female,UK
The Hunger Games,Raiko Bowman,Peeta's Mother,Female,None
The Hunger Games,Rhoda Griffis,Registration Woman,Female,USA
The Hunger Games,Sandra Ellis Lafferty,Hob Vendor       (as Sandra Lafferty),Female,USA
The Hunger Games,Willow Shields,Primrose Everdeen,Female,USA
The Hunger Games,Anthony Reynolds,Peacekeeper #2,Male,USA
The Hunger Games,Dwayne Boyd,Peacekeeper #1,Male,USA
The Hunger Games,Josh Hutcherson,Peeta Mellark,Male,USA
The Hunger Games,Judd Lormand,Peacekeeper #3,Male,None
The Hunger Games,Liam Hemsworth,Gale Hawthorne,Male,Australia
The Hunger Games,Sandino Moya-Smith,Propaganda Film Tribute,Male,None
The Hunger Games,Stanley Tucci,Caesar Flickerman,Male,USA
The Hunger Games,Wes Bentley,Seneca Crane,Male,USA
The Hunger Games: Catching Fire,Bruce Bundy,Octavia,Female,None
The Hunger Games: Catching Fire,Elizabeth Banks,Effie Trinket,Female,USA
The Hunger Games: Catching Fire,Jennifer Lawrence,Katniss Everdeen,Female,USA
The Hunger Games: Catching Fire,Paula Malcomson,Katniss' Mother,Female,UK
The Hunger Games: Catching Fire,Sandra Ellis Lafferty,Greasy Sae       (as Sandra Lafferty),Female,USA
The Hunger Games: Catching Fire,Taylor St. Clair,Ripper,Female,USA
The Hunger Games: Catching Fire,Willow Shields,Primrose Everdeen,Female,USA
The Hunger Games: Catching Fire,Donald Sutherland,President Snow,Male,Canada
The Hunger Games: Catching Fire,Jack Quaid,Marvel,Male,USA
The Hunger Games: Catching Fire,Josh Hutcherson,Peeta Mellark,Male,USA
